ClimateID,Date,Province,Precipitation_mm
8200200,1995-08-01,NS,55.0
8200200,1995-09-01,NS,67.0
8200200,1995-10-01,NS,132.0
8200200,1995-11-01,NS,224.0
8200200,1995-12-01,NS,161.0
8200200,1996-01-01,NS,129.0
8200200,1996-02-01,NS,171.0
8200200,1996-03-01,NS,105.0
8200200,1996-04-01,NS,164.0
8200200,1996-05-01,NS,149.0
8200200,1996-06-01,NS,28.0
8200200,1996-07-01,NS,135.0
8200200,1996-08-01,NS,74.0
8200200,1996-09-01,NS,343.0
8200200,1996-10-01,NS,107.0
8200200,1996-11-01,NS,85.0
8200200,1996-12-01,NS,175.0
8200200,1997-01-01,NS,147.0
8200200,1997-02-01,NS,102.0
8200200,1997-03-01,NS,149.0
8200200,1997-04-01,NS,100.0
8200200,1997-05-01,NS,135.0
8200200,1997-06-01,NS,80.0
8200200,1997-07-01,NS,18.0
8200200,1997-08-01,NS,61.0
8200200,1997-09-01,NS,60.0
8200200,1997-10-01,NS,37.0
8200200,1997-11-01,NS,155.0
8200200,1997-12-01,NS,134.0
8200200,1998-01-01,NS,180.0
8200200,1998-02-01,NS,142.0
8200200,1998-03-01,NS,130.0
8200200,1998-04-01,NS,83.0
8200200,1998-05-01,NS,78.0
8200200,1998-06-01,NS,109.0
8200200,1998-07-01,NS,49.0
8200200,1998-08-01,NS,65.0
8200200,1998-09-01,NS,129.0
8200200,1998-10-01,NS,202.0
8200200,1998-11-01,NS,110.5
8200200,1998-12-01,NS,56.0
8200200,1999-01-01,NS,123.0
8200200,1999-02-01,NS,100.0
8200200,1999-03-01,NS,249.0
8200200,1999-04-01,NS,74.0
8200200,1999-05-01,NS,66.0
8200200,1999-06-01,NS,38.0
8200200,1999-09-01,NS,212.0
8200200,1999-10-01,NS,123.0
8200200,1999-11-01,NS,75.0
8200200,2000-01-01,NS,201.0
8200200,2000-02-01,NS,63.0
8200200,2000-03-01,NS,102.0
8200200,2000-12-01,NS,145.0
8200200,2001-01-01,NS,113.0
8200210,1995-01-01,NS,109.2
8200210,1995-02-01,NS,90.8
8200210,1995-03-01,NS,28.6
8200210,1995-04-01,NS,52.1
8200210,1995-05-01,NS,80.4
8200210,1995-06-01,NS,104.2
8200210,1995-07-01,NS,163.2
8200210,1995-08-01,NS,62.4
8200210,1995-09-01,NS,46.6
8200210,1995-10-01,NS,91.6
8200210,1995-11-01,NS,158.0
8200210,1995-12-01,NS,98.2
8200210,1996-01-01,NS,74.4
8200210,1996-02-01,NS,138.8
8200210,1996-03-01,NS,79.4
8200210,1996-04-01,NS,125.2
8200210,1996-05-01,NS,97.2
8200210,1996-06-01,NS,30.4
8200210,1996-07-01,NS,187.6
8200210,1996-08-01,NS,34.8
8200210,1996-09-01,NS,243.0
8200210,1996-10-01,NS,103.8
8200210,1996-11-01,NS,82.6
8200210,1996-12-01,NS,110.6
8200210,1997-01-01,NS,99.0
8200210,1997-02-01,NS,69.2
8200210,1997-03-01,NS,93.4
8200210,1997-04-01,NS,76.2
8200210,1997-05-01,NS,105.4
8200210,1997-06-01,NS,60.2
8200210,1997-07-01,NS,33.2
8200210,1997-08-01,NS,49.4
8200210,1997-09-01,NS,103.6
8200210,1997-10-01,NS,27.4
8200210,1997-11-01,NS,0.0
8200210,1997-12-01,NS,37.0
8200210,1998-01-01,NS,148.2
8200210,1998-02-01,NS,78.2
8200210,1998-03-01,NS,94.2
8200210,1998-04-01,NS,65.6
8200210,1998-05-01,NS,42.8
8200210,1998-06-01,NS,68.6
8200210,1998-07-01,NS,25.0
8200210,1998-08-01,NS,44.2
8200210,1998-09-01,NS,119.0
8200210,1998-10-01,NS,151.4
8200210,1998-11-01,NS,80.2
8200210,1998-12-01,NS,41.2
8200210,1999-01-01,NS,101.2
8200210,1999-02-01,NS,70.6
8200210,1999-03-01,NS,184.0
8200210,1999-04-01,NS,52.2
8200210,1999-05-01,NS,48.8
8200210,1999-06-01,NS,37.0
8200210,1999-07-01,NS,97.8
8200210,1999-08-01,NS,108.0
8200210,1999-09-01,NS,191.0
8200210,1999-11-01,NS,49.2
8200210,1999-12-01,NS,80.4
8200210,2000-01-01,NS,178.2
8200210,2000-02-01,NS,43.0
8200210,2000-03-01,NS,114.8
8200210,2000-04-01,NS,92.2
8200210,2000-05-01,NS,61.9
8200210,2000-06-01,NS,43.0
8200210,2000-07-01,NS,40.4
8200210,2000-08-01,NS,45.8
8200210,2000-09-01,NS,64.8
8200210,2000-10-01,NS,185.8
8200210,2000-11-01,NS,85.8
8200210,2000-12-01,NS,134.8
8200210,2001-01-01,NS,89.6
8200210,2001-02-01,NS,54.2
8200210,2001-03-01,NS,58.8
8200210,2001-04-01,NS,103.6
8200210,2001-05-01,NS,164.8
8200210,2001-06-01,NS,74.4
8200210,2001-07-01,NS,51.2
8200210,2001-08-01,NS,24.8
8200210,2001-09-01,NS,54.2
8200210,2001-10-01,NS,46.0
8200210,2001-11-01,NS,92.2
8200210,2001-12-01,NS,52.0
8200210,2002-01-01,NS,121.2
8200210,2002-02-01,NS,81.2
8200210,2002-03-01,NS,100.6
8200210,2002-04-01,NS,111.2
8200210,2002-05-01,NS,63.2
8200210,2002-06-01,NS,51.4
8200210,2002-07-01,NS,77.8
8200210,2002-08-01,NS,95.4
8200210,2002-10-01,NS,97.5
8200210,2002-11-01,NS,244.2
8200210,2002-12-01,NS,103.6
8200210,2003-01-01,NS,88.8
8200210,2003-02-01,NS,105.8
8200210,2003-03-01,NS,137.0
8200210,2003-04-01,NS,72.4
8200210,2003-05-01,NS,65.6
8200210,2003-06-01,NS,78.2
8200210,2003-07-01,NS,55.2
8200210,2003-08-01,NS,131.0
8200210,2003-09-01,NS,103.2
8200210,2003-10-01,NS,111.5
8200210,2003-11-01,NS,62.6
8200210,2003-12-01,NS,137.2
8200210,2004-01-01,NS,47.2
8200210,2004-02-01,NS,71.8
8200210,2004-03-01,NS,76.4
8200210,2004-04-01,NS,128.2
8200210,2004-05-01,NS,44.2
8200210,2004-06-01,NS,70.0
8200210,2004-07-01,NS,53.6
8200210,2004-08-01,NS,77.8
8200210,2004-09-01,NS,87.4
8200210,2004-11-01,NS,200.4
8200210,2004-12-01,NS,116.8
8200210,2005-01-01,NS,117.2
8200210,2005-02-01,NS,58.2
8200210,2005-04-01,NS,101.2
8200210,2005-08-01,NS,20.8
8200210,2005-11-01,NS,160.2
8200210,2005-12-01,NS,78.8
8200210,2006-01-01,NS,0.0
8200210,2006-02-01,NS,33.0
8200255,2007-06-01,NS,62.5
8200255,2007-07-01,NS,119.8
8200255,2007-08-01,NS,150.6
8200255,2007-09-01,NS,96.8
8200255,2007-10-01,NS,57.2
8200255,2007-11-01,NS,119.8
8200255,2007-12-01,NS,85.1
8200255,2008-01-01,NS,64.8
8200255,2008-02-01,NS,98.3
8200255,2008-03-01,NS,1.3
8200255,2008-04-01,NS,41.6
8200255,2008-05-01,NS,125.9
8200255,2008-06-01,NS,24.4
8200255,2008-07-01,NS,247.7
8200255,2008-08-01,NS,80.2
8200255,2008-09-01,NS,81.0
8200255,2008-10-01,NS,79.5
8200255,2008-11-01,NS,104.5
8200255,2008-12-01,NS,225.9
8200255,2009-01-01,NS,96.9
8200255,2009-02-01,NS,86.8
8200255,2009-03-01,NS,152.9
8200255,2009-04-01,NS,127.5
8200255,2009-05-01,NS,159.6
8200255,2009-06-01,NS,107.1
8200255,2009-07-01,NS,62.5
8200255,2009-08-01,NS,124.3
8200255,2009-09-01,NS,35.5
8200255,2009-10-01,NS,136.3
8200255,2009-11-01,NS,108.8
8200255,2009-12-01,NS,122.5
8200255,2010-01-01,NS,83.6
8200255,2010-02-01,NS,128.3
8200255,2010-03-01,NS,109.8
8200255,2010-04-01,NS,8.1
8200255,2010-05-01,NS,52.0
8200255,2010-06-01,NS,94.8
8200255,2010-07-01,NS,82.5
8200255,2010-08-01,NS,44.3
8200255,2010-09-01,NS,66.6
8200255,2010-10-01,NS,105.4
8200255,2010-11-01,NS,204.1
8200255,2010-12-01,NS,196.8
8200255,2011-01-01,NS,109.8
8200255,2011-02-01,NS,142.2
8200255,2011-03-01,NS,49.4
8200255,2011-04-01,NS,122.4
8200255,2011-05-01,NS,78.1
8200255,2011-06-01,NS,111.6
8200255,2011-07-01,NS,64.9
8200255,2011-08-01,NS,99.1
8200255,2011-09-01,NS,111.7
8200255,2011-10-01,NS,293.7
8200255,2011-11-01,NS,113.1
8200255,2011-12-01,NS,127.2
8200255,2012-01-01,NS,100.1
8200255,2012-02-01,NS,62.7
8200255,2012-03-01,NS,76.2
8200255,2012-04-01,NS,70.6
8200255,2012-05-01,NS,85.7
8200255,2012-06-01,NS,87.9
8200255,2012-07-01,NS,61.8
8200255,2012-08-01,NS,56.4
8200255,2012-09-01,NS,78.1
8200255,2012-10-01,NS,97.8
8200255,2012-11-01,NS,84.2
8200255,2012-12-01,NS,190.7
8200255,2013-01-01,NS,38.5
8200255,2013-02-01,NS,92.8
8200255,2013-03-01,NS,72.9
8200255,2013-04-01,NS,97.8
8200255,2013-05-01,NS,65.8
8200255,2013-06-01,NS,208.1
8200255,2013-07-01,NS,73.9
8200255,2013-08-01,NS,41.5
8200255,2013-09-01,NS,102.9
8200255,2013-10-01,NS,117.6
8200255,2013-11-01,NS,117.4
8200255,2013-12-01,NS,189.0
8200255,2014-01-01,NS,184.6
8200255,2014-02-01,NS,122.6
8200255,2014-03-01,NS,115.8
8200255,2014-04-01,NS,85.5
8200255,2014-05-01,NS,84.2
8200255,2014-06-01,NS,110.6
8200255,2014-07-01,NS,64.3
8200255,2014-08-01,NS,44.1
8200255,2014-09-01,NS,90.3
8200255,2014-10-01,NS,191.9
8200255,2014-11-01,NS,188.1
8200255,2014-12-01,NS,180.5
8200255,2015-01-01,NS,230.5
8200255,2015-02-01,NS,115.9
8200255,2015-03-01,NS,138.7
8200255,2015-04-01,NS,81.5
8200255,2015-05-01,NS,51.4
8200255,2015-06-01,NS,170.8
8200255,2015-07-01,NS,48.5
8200255,2015-08-01,NS,56.9
8200255,2015-09-01,NS,62.7
8200255,2015-10-01,NS,155.5
8200255,2015-11-01,NS,127.0
8200255,2015-12-01,NS,177.5
8200255,2016-01-01,NS,115.7
8200255,2016-02-01,NS,138.8
8200255,2016-03-01,NS,159.0
8200255,2016-04-01,NS,114.1
8200255,2016-05-01,NS,86.5
8200255,2016-06-01,NS,27.0
8200255,2016-07-01,NS,25.3
8200255,2016-08-01,NS,20.2
8200255,2016-09-01,NS,55.9
8200255,2016-10-01,NS,165.5
8200255,2016-11-01,NS,65.7
8200255,2016-12-01,NS,133.1
8200255,2017-01-01,NS,143.8
8200255,2017-02-01,NS,115.5
8200255,2017-03-01,NS,126.1
8200255,2017-04-01,NS,64.6
8200255,2017-05-01,NS,130.0
8200255,2017-06-01,NS,104.9
8200255,2017-07-01,NS,61.5
8200255,2017-08-01,NS,89.2
8200255,2017-09-01,NS,41.5
8200255,2017-10-01,NS,52.3
8200255,2017-11-01,NS,67.9
8200255,2017-12-01,NS,109.5
8200255,2018-01-01,NS,94.8
8200255,2018-02-01,NS,187.4
8200255,2018-03-01,NS,83.6
8200255,2018-04-01,NS,114.9
8200255,2018-05-01,NS,51.0
8200255,2018-06-01,NS,100.0
8200255,2018-07-01,NS,22.1
8200255,2018-08-01,NS,17.4
8200255,2018-09-01,NS,89.2
8200255,2018-10-01,NS,191.4
8200255,2018-11-01,NS,187.5
8200255,2018-12-01,NS,94.0
8200255,2019-01-01,NS,96.9
8200255,2019-02-01,NS,63.3
8200255,2019-03-01,NS,133.7
8200255,2019-04-01,NS,160.7
8200255,2019-05-01,NS,137.8
8200255,2019-06-01,NS,155.9
8200255,2019-07-01,NS,20.7
8200255,2019-08-01,NS,172.3
8200255,2019-09-01,NS,148.5
8200255,2019-10-01,NS,114.4
8200255,2019-11-01,NS,141.4
8200255,2019-12-01,NS,152.8
8200255,2020-01-01,NS,70.3
8200255,2020-02-01,NS,105.1
8200255,2020-03-01,NS,116.9
8200255,2020-04-01,NS,157.9
8200255,2020-05-01,NS,13.0
8200255,2020-06-01,NS,24.3
8200255,2020-07-01,NS,28.0
8200255,2020-08-01,NS,31.5
8200255,2020-09-01,NS,51.2
8200255,2020-10-01,NS,69.6
8200255,2020-11-01,NS,105.8
8200255,2020-12-01,NS,174.6
8200255,2021-01-01,NS,84.9
8200255,2021-02-01,NS,143.8
8200255,2021-03-01,NS,84.1
8200255,2021-04-01,NS,173.2
8200255,2021-05-01,NS,90.1
8200255,2021-06-01,NS,23.0
8200255,2021-07-01,NS,75.9
8200255,2021-08-01,NS,104.1
8200255,2021-09-01,NS,96.8
8200255,2021-10-01,NS,106.6
8200255,2021-11-01,NS,133.0
8200255,2021-12-01,NS,166.5
8200255,2022-01-01,NS,152.2
8200255,2022-02-01,NS,124.5
8200255,2022-03-01,NS,154.5
8200255,2022-04-01,NS,97.8
8200255,2022-05-01,NS,31.8
8200255,2022-06-01,NS,58.2
8200255,2022-07-01,NS,60.9
8200255,2022-08-01,NS,56.6
8200255,2022-09-01,NS,89.2
8200255,2022-10-01,NS,98.7
8200255,2022-11-01,NS,83.6
8200255,2022-12-01,NS,148.8
8200255,2023-01-01,NS,227.6
8200255,2023-02-01,NS,84.4
8200255,2023-03-01,NS,77.8
8200255,2023-04-01,NS,52.4
8200255,2023-05-01,NS,23.7
8200255,2023-06-01,NS,96.2
8200255,2023-07-01,NS,181.1
8200255,2023-08-01,NS,301.6
8200255,2023-09-01,NS,82.2
8200255,2023-10-01,NS,86.1
8200255,2023-11-01,NS,159.2
8200255,2023-12-01,NS,86.2
8200255,2024-01-01,NS,107.4
8200255,2024-02-01,NS,88.8
8200255,2024-03-01,NS,159.4
8200255,2024-04-01,NS,54.5
8200255,2024-05-01,NS,48.9
8200255,2024-06-01,NS,36.3
8200255,2024-07-01,NS,44.7
8200255,2024-08-01,NS,28.9
8200255,2024-09-01,NS,137.4
8200255,2024-10-01,NS,38.0
8200255,2024-11-01,NS,85.9
8200255,2024-12-01,NS,124.8
8200255,2025-01-01,NS,63.7
8200255,2025-02-01,NS,104.4
8200255,2025-03-01,NS,95.0
8200255,2025-04-01,NS,145.9
8200255,2025-05-01,NS,79.7
8200255,2025-06-01,NS,56.6
8200255,2025-07-01,NS,57.0
8200255,2025-08-01,NS,50.9
8200255,2025-09-01,NS,36.6
8200255,2025-10-01,NS,64.1
8200255,2025-11-01,NS,146.6
8200300,1995-01-01,NS,113.1
8200300,1995-02-01,NS,113.5
8200300,1995-03-01,NS,62.2
8200300,1995-04-01,NS,70.6
8200300,1995-05-01,NS,97.4
8200300,1995-06-01,NS,154.5
8200300,1995-07-01,NS,124.6
8200300,1995-08-01,NS,100.3
8200300,1995-09-01,NS,83.0
8200300,1995-10-01,NS,114.0
8200300,1995-11-01,NS,120.3
8200300,1995-12-01,NS,111.9
8200300,1996-01-01,NS,95.3
8200300,1996-02-01,NS,141.8
8200300,1996-03-01,NS,111.1
8200300,1996-04-01,NS,117.6
8200300,1996-05-01,NS,100.1
8200300,1996-06-01,NS,52.4
8200300,1996-07-01,NS,207.0
8200300,1996-08-01,NS,43.3
8200300,1996-09-01,NS,303.0
8200300,1996-10-01,NS,124.4
8200300,1996-11-01,NS,133.2
8200300,1996-12-01,NS,202.8
8200300,1997-01-01,NS,158.4
8200300,1997-02-01,NS,130.9
8200300,1997-03-01,NS,149.0
8200300,1997-04-01,NS,101.9
8200300,1997-05-01,NS,133.3
8200300,1997-06-01,NS,69.4
8200300,1997-07-01,NS,57.1
8200300,1997-08-01,NS,124.1
8200300,1997-09-01,NS,105.4
8200300,1997-10-01,NS,54.1
8200300,1997-11-01,NS,195.5
8200300,1997-12-01,NS,105.4
8200300,1998-01-01,NS,185.8
8200300,1998-02-01,NS,134.3
8200300,1998-03-01,NS,123.8
8200300,1998-04-01,NS,116.4
8200300,1998-05-01,NS,171.1
8200300,1998-06-01,NS,127.6
8200300,1998-07-01,NS,106.8
8200300,1998-08-01,NS,92.7
8200300,1998-09-01,NS,187.6
8200300,1998-10-01,NS,102.2
8200300,1998-11-01,NS,99.5
8200300,1998-12-01,NS,84.3
8200300,1999-01-01,NS,155.8
8200300,1999-02-01,NS,188.2
8200300,1999-03-01,NS,149.7
8200300,1999-04-01,NS,141.8
8200300,1999-05-01,NS,52.2
8200300,1999-06-01,NS,30.6
8200300,1999-07-01,NS,138.1
8200300,1999-08-01,NS,107.5
8200300,1999-09-01,NS,74.8
8200300,1999-10-01,NS,189.2
8200300,1999-11-01,NS,145.3
8200300,1999-12-01,NS,160.6
8200300,2000-01-01,NS,213.2
8200301,2000-07-01,NS,88.5
8200301,2000-08-01,NS,67.9
8200301,2000-09-01,NS,69.4
8200301,2000-10-01,NS,218.8
8200301,2000-11-01,NS,141.0
8200301,2000-12-01,NS,134.4
8200301,2001-01-01,NS,99.0
8200301,2001-04-01,NS,124.5
8200301,2001-05-01,NS,34.2
