*DESCRIPTION
*1HR
*8HR
*24HR
*DMAX1HR
*DAILYMEAN
************DESCRIPTION************
"File Generated On:","2024-04-05"
"",""
"Annual Summary Report",""
"Pollutant: NO",""
"Units: ppb",""
"Day: from midnight to midnight.",""
"All data reported in standard local time",""
"",""
"Reporting Criteria for 1hr report:",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 8hr report:",""
"Running 8 hour averages are calculated with reporting hour being end hour (eg. 8pm = average of 1pm to 8pm)",""
"8 hour averages are valid if at least 6 of the 8 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 8-hour average",""
"Annual average and standard deviation are reported if 50% of running 8-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for 24hr report:",""
"Running 24 hour averages are calculated with reporting hour being end hour (eg. 8pm = 24 hour average from 9pm previous day to 8pm)",""
"24 hour averages are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% of the hours during the month have valid running 24-hour average",""
"Annual average and standard deviation are reported if 50% of running 24-hour averages are valid and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DMax1hr report:",""
"Daily max 1-hour only valid if at least 18 of 24 hours have valid data",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily 1-hr max",""
"Annual average and standard deviation are reported if 50% of days have valid daily 1-hr max and each quarter has at least 2 valid months",""
"",""
"Reporting Criteria for DailyMean report:",""
"Daily means are valid if at least 18 of the 24 hours are valid",""
"  Minimum, Maximum and Percentiles are reported regardless of data completeness",""
"Monthly averages are reported if at least 50% days have a valid daily mean",""
"Annual average and standard deviation are reported if 50% of days have daily mean and each quarter has at least 2 valid months",""
************1HR************
"NAPS ID","City","P/T","Location","Latitude","Longitude","Elevation","ID","Minimum","10th Percentile","30th Percentile","50th Percentile","70th Percentile","80th Percentile","90th Percentile","95th Percentile","98th Percentile","99th Percentile","99.9th Percentile","Maximum","Percent Completeness","January","February","March","April","May","June","July","August","September","October","November","December","Mean","Standard Deviation","",""
"030120","Dartmouth","NS","341 Cherrybrook Road","44.71979904","-63.48075867","68","1HR","0","0.1","0.2","0.2","0.5","0.7","1.3","2.1","3.4","4.9","9.4","35.8","99.05510018","0.8","0.6","0.4","0.5","1","1.8","0.3","0.2","0.2","0.2","0.3","0.4","0.6","1.038490126","",""
"030201","Port Hawkesbury","NS","18 Embree Street","45.61416245","-61.36235428","14","1HR","0","0.1","0.3","0.4","0.6","0.8","1.7","5.2","16","26.2","49.7","61.7","99.28278689","2.2","2.2","1.5","1.6","1.1","0.6","0.5","0.5","0.6","1.1","3","1.9","1.4","4.483672241","",""
"030310","Sydney","NS","71 Welton Street","46.14221954","-60.17251968","27","1HR","0","0","0.2","0.5","1.1","1.6","2.5","3.7","6","9.2","25.1","47.3","99.39663024","2.3","1.5","0.9","0.7","0.8","0.9","0.9","0.8","1","1.3","0.9","1.2","1.1","2.013595514","",""
"030901","Pictou","NS","91 Beeches Road","45.68174362","-62.69657516","12","1HR","0","0.1","0.2","0.3","0.4","0.4","0.5","0.7","0.9","1.2","2.5","6","84.98406193","0.4","0.3","","","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.239691579","",""
"031101","Kentville","NS","32 Main Street","45.06728363","-64.47742462","60","1HR","0","0.1","0.1","0.2","0.3","0.3","0.6","1.3","2.4","3","6.8","16.3","99.62431694","0.6","0.3","0.4","0.4","0.3","0.3","0.3","0.2","0.4","0.4","0.2","0.4","0.3","0.615543095","",""
"040104","Fredericton","NB","486 Needham Street","45.95729065","-66.64523315","10","1HR","0","0","0","0.1","0.2","0.4","0.8","1.8","4.2","6.5","34.6","54.7","99.33970856","1.7","0.7","0.2","0","0.1","0.2","0.4","0.3","0.6","0.4","0.5","0.4","0.5","1.951796661","",""
"040203","Saint John","NB","Mountain Road","45.3087616","-66.0083847","41","1HR","0","0","0.1","0.2","0.4","0.6","1.3","2.8","5.7","8.2","18.8","39.7","96.53916211","0.7","0.4","0.3","0.5","0.7","1.2","1.2","1.4","0.6","0.6","0.4","0.1","0.7","1.704050587","",""
"040207","Saint John","NB","476 Lancaster Avenue W.","45.25289917","-66.08006287","59","1HR","0","0","0","0.1","0.4","0.7","2.1","5.7","11","14.7","23.4","29","98.91848816","1.3","0.9","1.4","0.7","1","0.9","0.6","0.9","0.6","0.7","1.3","1.1","0.9","2.644976923","",""
"040209","Saint John","NB","8 Castle Street","45.28028107","-66.05610657","41","1HR","0","0","0.1","0.3","0.8","1.2","2.6","5.1","10.6","15.9","48.9","73.8","91.17714026","2.8","1.7","1.2","1.2","0.8","0.9","1.1","1.1","0.7","1.3","1","","1.2","3.474293524","",""
"040302","Moncton","NB","5 Thanet Street","46.10157776","-64.78965759","9","1HR","0","0","0","0.1","0.6","1","2.1","4.1","11.6","21.2","66","97","98.45173042","3.4","1.8","0.8","0.4","0.3","0.7","0.6","0.5","1.1","1.7","1.6","1.2","1.2","4.631977162","",""
"040901","St. Andrews","NB","Brandy Cove Road","45.08691025","-67.07403564","25","1HR","0","0","0","0","0.1","0.2","0.3","0.4","0.5","0.7","1.7","6.4","99.72677596","0","0","0","0","0.1","0.2","0.3","0.2","0.2","0","0","0","0.1","0.181834213","",""
"041302","Bathurst","NB","1255 Rough Waters Drive","47.60969162","-65.63350677","16","1HR","0","0","0","0.2","0.3","0.5","0.7","1.2","1.9","2.9","12.2","46.2","99.93169399","0.9","0.5","0.3","0.2","0.4","0.4","0.3","0.1","0.2","0.2","0.3","0.3","0.3","0.970307033","",""
"041501","Edmundston","NB","19 Queen St.","47.36319351","-68.32230377","159","1HR","0","0.1","0.3","0.7","1.5","2.3","4","6.3","9.6","12.6","25.5","38.7","97.11976321","2.3","2.3","1.8","0.8","1.7","1.2","1.3","1.6","1.5","1.9","1.6","0.9","1.6","2.628281141","",""
"041601","Miramichi","NB","15 Gretna Green Drive","47.0256691","-65.52048492","24","1HR","0","0","0","0","0","0","0.1","0.3","0.8","1.5","5.6","15.5","93.15801457","","0.2","0.1","0.1","0.1","0","0","0","0.1","0.1","0.1","0.1","0.1","0.468848826","",""
"050103","Montréal","QC","1050 A, Boul. Saint-Jean-Baptiste","45.64102554","-73.49967957","19","1HR","0","0","0.3","0.6","1","1.7","3.5","6.5","11.7","18","51.5","74.4","98.61111111","2.6","2.8","0.9","0.6","0.7","0.8","1","1.3","1.7","1.6","2.8","2.6","1.6","4.059200066","",""
"050109","Montréal","QC","2495 Duncan / Decarie, Mt-Royal","45.5026474","-73.66390991","41","1HR","0","0.6","1.2","2.9","6.6","11.1","19.8","32.1","53.2","69.5","157","203.2","92.69125683","16.9","15.8","7","2.1","3.6","5","3.5","5.9","6.5","8.3","11","9","7.9","14.3649969","",""
"050113","Laval","QC","1160 Boul Pie-Ix","45.54746246","-73.7483139","35","1HR","0","0.1","0.1","0.3","0.5","1","2.4","6.1","15.9","24.5","89.1","135.8","99.3852459","3.5","3.6","1.1","0.3","0.3","0.6","0.6","0.6","1.3","1.5","3","2.2","1.5","6.040654254","",""
"050119","Longueuil","QC","Face Au 1819 Rue Victoria","45.52207184","-73.48809814","32","1HR","0","0.1","0.2","0.4","0.9","1.6","3.5","6.6","13.4","19.9","47.9","60.8","96.97176685","2.4","3.3","1","0.6","0.7","2","1.2","1","1.4","1.3","1.9","2.2","1.5","4.01371877","",""
"050122","Brossard","QC","En Face Du 8400 Avenue Sorbonne","45.4486618","-73.4808197","17","1HR","0","0","0.1","0.2","0.4","0.8","1.7","3.4","7.7","14.4","40","53.2","98.91848816","2.3","1.7","0.8","0.3","0.4","0.5","0.6","0.5","1","0.6","0.9","1.3","0.9","2.915472825","",""
"050124","Montréal","QC","7650 Boul. Châteauneuf","45.60284424","-73.55887604","51","1HR","0","0","0.6","1.5","3.6","6.1","11.6","18.6","31.6","48","121.4","219","96.30009107","9.2","7.9","3.1","1.4","1.6","2.2","1.8","3.4","4.5","5.5","8.1","6.3","4.7","10.36063105","",""
"050126","Montréal","QC","20965 Ch. Sainte-Marie","45.42654037","-73.92893219","39","1HR","0","0","0","0.1","0.3","0.6","1.5","3.4","7.8","13.8","45.6","66.3","99.68123862","1.2","1.3","0.8","0.2","0.3","0.3","0.3","0.5","0.5","1","1.9","1.3","0.8","3.171000068","",""
"050128","Montréal","QC","90-A Rue Herve-Saint-Martin, Dorval","45.46832275","-73.74119568","33","1HR","0","0","0.2","0.4","1.1","2.3","6.2","12.9","27.9","42.9","118.9","208","98.52003643","7.6","7.1","3.1","1","0.5","0.6","0.6","0.8","2.6","1.5","4.1","4.2","2.8","8.957278891","",""
"050129","Montréal","QC","12400 Wilfrid-Ouellette (R-D-P)","45.65169144","-73.57382202","29","1HR","0","0","0","0.1","0.4","0.8","2.1","4.4","9.7","17.1","65.5","92.9","99.11202186","1.9","1.9","0.8","0.3","0.3","0.4","0.5","0.5","1.1","1.4","2","2.2","1.1","4.301975395","",""
"050134","Montréal","QC","2580 Saint-Joseph Est","45.54270935","-73.57176208","53","1HR","0","0.1","0.4","0.9","2.1","3.7","7.4","11.8","19.3","28.1","88.1","140.8","90.81284153","5.7","5.7","3.9","2.1","1.2","1","1","1.4","2.5","3","","4.8","2.9","6.469451276","",""
"050135","Montréal","QC","4240 Rue Charleroi","45.59339905","-73.63726044","41","1HR","0","0.1","0.7","1.5","3","4.5","7.8","12.7","21.1","30.5","88.2","128.5","98.18989071","7.5","7","3.4","1.3","1","1.8","1.4","1.8","3.2","3.5","5","4.6","3.4","7.036478814","",""
"050136","Montréal","QC","75 Rue Ontario Est","45.51218796","-73.56684113","32","1HR","0","0.2","0.7","1.3","2.6","3.9","6.5","10.7","18.9","29.5","61.8","131","97.81420765","6","6.1","3","1.4","1.2","1.4","1.5","1.7","2.7","2","3.8","5.4","3","5.956076322","",""
"050137","Terrebonne","QC","Rues Vaillant Et De Grand-Champ","45.70476151","-73.65776062","34","1HR","0","0","0.1","0.3","0.6","1.1","2.3","4.3","8.4","13.5","46.2","97.1","94.63797814","3","1.5","0.6","0.3","0.4","0.5","0.5","0.5","1.3","1.3","2.1","1.7","1.1","3.356047735","",""
"050138","Montréal","QC","1540 Roberval","45.46461105","-73.58258057","25","1HR","0","0.1","0.3","0.7","2.1","3.9","8.3","14.2","24.9","36.2","83.6","134.2","99.20309654","5.3","5.7","3.8","1.1","1.3","1.5","1.6","2.1","4.1","3","5.2","4.4","3.2","7.720976964","",""
"050204","Gatineau","QC","255 St-Redempteur, Hull","45.43598557","-75.72342682","62","1HR","0","0.1","0.1","0.2","0.5","0.9","1.9","3.4","7.9","12.9","47.9","64.3","99.71539162","1.8","1.9","0.8","0.2","0.3","0.4","0.3","0.7","0.8","0.9","2.2","0.9","0.9","3.010054448","",""
"050308","Quebec","QC","600 Rue Des Sables","46.82117844","-71.22049713","8","1HR","0","0.1","0.3","0.7","1.8","3.2","6.3","10.3","17.7","26.6","63.3","91.2","98.07604736","4.6","4.5","2.7","1.5","1.3","1.2","1.3","1.3","2","2.2","5","2.6","2.5","5.626307382","",""
"050310","Quebec","QC","1150 Boul. Rene-Levesque O.","46.79487228","-71.24638367","69","1HR","0","0.1","0.1","0.3","0.6","1","2.1","4.1","9.8","16.1","56","127.2","99.30555556","2.5","2.7","1","0.4","0.4","0.5","0.4","0.6","1.1","0.9","1.7","1.6","1.1","4.114419911","",""
"050311","Quebec","QC","1465, Rue Felix-Antoine-Savard","46.77416611","-71.36972046","26","1HR","0","0.1","0.1","0.2","0.5","0.8","1.7","3.3","6.6","11","29.5","47.9","95.08196721","1.2","","0.9","0.3","0.4","0.4","0.5","0.5","1","0.9","1.5","1","0.8","2.267819339","",""
"050313","Quebec","QC","Autoroute Henri Iv Nord/Sortie 138","46.78132248","-71.30871582","52","1HR","0","0.4","1.4","3.7","7.9","11.5","17.6","24.2","36.6","48.3","107","151","99.1917122","10.4","12.1","4.7","2.2","4.5","5.5","4","7.6","9.1","6.7","10.2","9.4","7.2","10.46442886","",""
"054401","Saint-Anicet","QC","1128 De La Guerre","45.12062454","-74.28959656","50","1HR","0","0","0.1","0.1","0.2","0.3","0.6","1.4","3.9","6.6","31.1","42.6","95.57149362","0.3","0.4","0.2","0.2","0.4","0.4","1.1","1","","0.2","0.4","0.2","0.4","1.763571469","",""
"055301","Saint-Jean-Sur-Richelieu","QC","Ferme Exp., 1134 Route 219","45.29412842","-73.34857178","35","1HR","0","0","0.1","0.2","0.4","0.6","1.2","2.3","5.8","11.4","39.1","87.2","96.33424408","0.6","0.8","0.3","0.1","0.4","2","1.9","0.7","0.5","0.4","0.4","0.4","0.7","2.921511198","",""
"055702","Levis","QC","200 Rue Des Commandeurs","46.80603027","-71.16750336","106","1HR","0","0.1","0.1","0.2","0.5","0.8","1.5","2.8","5.4","8.9","23.1","37.7","91.89435337","1.6","1.3","0.7","0.3","0.3","0.4","0.4","0.5","1","0.5","1.4","","0.7","1.864729072","",""
"060104","Ottawa","ON","Rideau & Wurtemburg","45.43432999","-75.6760025","68","1HR","0.1","0.3","0.5","0.7","1.1","1.5","2.4","4.2","8.9","13.8","46.7","80.5","99.84061931","2.4","3.2","1.4","0.7","0.7","0.7","0.6","0.6","0.8","1.2","2.8","1.8","1.4","3.275057166","",""
"060204","Windsor","ON","467 University Ave. West","42.31577682","-83.04367065","176","1HR","0","0","0.3","0.6","1.2","1.9","3.5","5.8","11.8","19","67.1","179.7","99.05510018","2","1.8","2.2","1.8","0.7","0.8","0.8","1.1","1.7","1.9","1.8","3.8","1.7","5.05057809","",""
"060211","Windsor","ON","College & South St. / 928 South St.","42.29288864","-83.07313538","180","1HR","0","0.1","0.2","0.5","1","1.7","3.3","6.1","12.7","23.4","82.6","117.3","98.28096539","2.1","1.7","2.2","1.5","0.7","0.9","0.8","1.2","1.9","2.2","2.2","3","1.7","5.40542524","",""
"060304","Kingston","ON","Near 23 Beechgrove Lane","44.21987152","-76.52113342","84","1HR","0.1","0.2","0.3","0.4","0.6","0.8","1.3","1.9","3.2","4.5","22.1","40.9","99.21448087","1","0.8","0.6","0.4","0.4","0.4","0.5","0.5","0.6","0.9","0.9","1.1","0.7","1.384404445","",""
"060410","Toronto","ON","Lawrence & Kennedy","43.74792099","-79.27406311","168","1HR","0","0","0.2","0.7","1.7","2.7","4.8","7.8","17.2","28.8","103","187.2","99.1917122","4.5","3","2.2","1.4","1.2","1","0.7","1.3","2.3","4","2.5","3.5","2.3","6.867215641","",""
"060430","Toronto","ON","125 Resources Road","43.70944214","-79.54350281","141","1HR","0","0.1","0.6","1.9","4.4","6.9","12.7","20.7","36.9","49.2","108.3","139.3","98.82741348","6.7","5.9","4.9","2.9","3.5","3.4","2.7","3.4","7.1","7.4","6.9","6.9","5.1","10.13279087","",""
"060434","Mississauga","ON","3359 Mississauga Road","43.54697037","-79.65869141","105","1HR","-0.2","0","0.2","0.4","0.6","1.1","2.6","5.8","14","22.4","59.2","124.8","99.26001821","1.8","2","1.2","0.7","1","0.9","1","1.1","1.8","1.4","2","2.2","1.4","4.850193852","",""
"060435","Toronto","ON","461 Kipling Avenue","43.61075974","-79.52194214","92","1HR","0","0.2","1","2.1","4.4","7.1","12.6","18.9","32.4","48.7","107.7","155.3","99.85200364","7","6","5.4","4.3","4.4","3.7","3","4.1","5.9","6.2","6.5","5.5","5.2","9.939464867","",""
"060438","Toronto","ON","401w - 125 Resources Rd.","43.71110535","-79.54342651","139","1HR","0","0.1","1.6","8.2","20.3","29.9","46.5","61.1","80.6","95.5","157.7","192.6","97.7003643","19","21.3","15","11.4","12.1","12.3","13.9","14","19.7","22.6","18","22","16.8","22.02109746","",""
"060440","Toronto","ON","4905 Dufferin Street","43.7804184","-79.46752167","","1HR","0","0.1","0.4","0.7","1.4","2.1","3.9","7.5","17.3","28.6","77.7","138.4","98.90710383","3.3","1.7","2.2","1.5","1.4","0.8","0.8","1.2","2.4","3.2","3.3","3.6","2.1","6.071911279","",""
"060445","Toronto","ON","55 John Street","43.64543152","-79.38907623","85","1HR","0","1","1.7","2.8","5","7.2","11.8","17.3","27","35.5","74.9","113.6","98.22404372","8.5","7.2","6","5.7","5.3","4","3.6","3.4","4.1","5.4","4.8","4.1","5.2","7.118457913","",""
"060450","Brampton","ON","109 Mclaughlin Rd. S.","43.66956711","-79.76567078","217","1HR","-0.1","0","0","0.2","0.4","0.9","2.5","5.3","15","25.5","67.7","89.4","99.26001821","3.2","1.3","1.8","0.6","0.7","0.5","0.5","0.6","1.3","1.2","2.9","1.7","1.4","5.10712838","",""
"060512","Hamilton","ON","Elgin & Kelly","43.25777817","-79.86167145","90","1HR","0","0.2","0.6","1","2","3.4","6.8","11.3","20.8","30.2","76.7","127.2","99.71539162","3","2.2","2.5","2","3","1.8","1.7","2.2","3.5","3.8","4.7","4.3","2.9","6.273749598","",""
"060515","Hamilton","ON","Main St. & Hwy 403","43.25743866","-79.90775299","96","1HR","0","0","0.3","0.9","2.2","3.8","7.4","13.3","26.9","38.7","74.2","133.6","98.74772313","4.7","3","3.9","2.4","2.8","1.5","1.8","2.1","2.3","3.5","5.9","3.9","3.1","7.2344836","",""
"060521","Hamilton","ON","250 Fennell Ave W.","43.24132156","-79.88941193","195","1HR","0.1","0.2","0.3","0.5","0.9","1.5","3","5.3","9.9","14.1","34.8","51.4","99.28278689","2.1","1.5","1.7","1.2","1.3","1","0.9","1.1","1.2","1.4","1.5","1.3","1.3","2.874762609","",""
"060610","Sudbury","ON","155 Elm Street","46.49193954","-81.00311279","271","1HR","0.2","0.4","0.6","1","1.6","2.2","4.4","8.7","17.9","28","66.6","100.9","99.03233151","4.1","2.9","4","1.4","1","0.8","1.1","1","2.1","2.8","4","3.3","2.4","5.570619963","",""
"060709","Sault Ste. Marie","ON","443 Northern Ave., Sault College","46.53319168","-84.30992126","244","1HR","0","0.1","0.6","1","1.4","2","3.1","5","8.9","12.8","32.5","58","96.73269581","2","2.1","1.2","0.9","0.6","0.4","1.1","1.2","2","2.5","2.4","2.4","1.6","2.612454075","",""
"060809","Thunder Bay","ON","421 James Street South","48.37939072","-89.29016876","192","1HR","0.2","0.5","0.7","1.1","2.1","3.7","8.8","15.5","23.8","32","71.3","156.5","99.71539162","6.2","5.2","4.7","2.6","2.9","1.4","1.3","1.3","2.4","3.8","3.8","5","3.4","6.730242269","",""
"060904","London","ON","42 St. Julien Street","42.9744606","-81.20085907","244","1HR","0","0","0.1","0.3","0.5","0.7","1.2","2.1","5.2","8.4","31","72.2","99.27140255","1","0.6","0.7","0.6","0.5","0.5","0.4","0.8","0.8","0.6","0.7","0.9","0.7","2.11614061","",""
"061007","Sarnia","ON","1300 Tashmoo Ave./ Lasalle Line","42.91254425","-82.41681671","180","1HR","0","0","0.1","0.2","0.6","0.9","1.7","2.8","4.5","6.6","24.8","50.7","99.8064663","0.5","0.4","0.5","0.4","0.6","0.8","0.8","1","1","0.7","0.9","0.8","0.7","1.872719097","",""
"061009","Sarnia","ON","700 Christina St. N.","42.99026489","-82.39533997","182","1HR","0","0.4","0.6","0.9","1.5","2.2","3.1","4.5","7.5","10.2","33.8","64.8","99.02094718","1.6","1.2","1.3","1","1.1","0.9","0.9","1.3","1.6","1.5","3","3.5","1.6","2.448727508","",""
"061104","Peterborough","ON","10 Hospital Drive","44.30183411","-78.34638977","226","1HR","0","0","0.1","0.3","0.6","1","2","3.7","7.7","12.8","39.3","118.8","95.19581056","2.3","1","0.7","0.3","0.5","0.7","0.5","0.6","1.1","1","1.2","1.7","1","3.201111307","",""
"061201","Cornwall","ON","Bedford & Third St.","45.01798248","-74.73531342","55","1HR","0","0.1","0.2","0.3","0.5","0.8","1.6","3.5","10.8","23.4","71.8","119.4","99.24863388","2.1","3.7","0.9","0.8","0.5","0.4","0.7","0.5","1.3","0.7","2.1","1.3","1.2","4.937848616","",""
"061302","St. Catharines","ON","62 Argyle Crescent/ Pump Stn.","43.16006088","-79.23474884","105","1HR","0","0.1","0.3","0.5","0.7","0.9","1.4","2.5","5.9","11.1","34","59.6","99.37386157","1","0.7","1","0.8","0.6","0.7","0.8","0.9","0.9","1.3","1.1","1.2","0.9","2.405572103","",""
"061402","Brantford","ON","324 Grand River Ave.","43.13861084","-80.29264069","205","1HR","0","0.1","0.2","0.3","0.5","0.7","1.4","2.7","6","9.4","28.4","61.4","98.86156648","1.2","0.8","1","0.3","0.6","0.6","0.6","0.8","0.8","0.8","1","0.9","0.8","2.114092596","",""
"061502","Kitchener","ON","West Ave. & Homewood","43.44382858","-80.50380707","325","1HR","0","0","0.1","0.2","0.4","0.7","1.4","2.3","4.9","8.5","31.8","55.9","98.53142077","0.9","0.8","0.6","0.4","0.4","0.3","0.3","0.5","0.7","0.9","1.3","0.9","0.7","2.032809215","",""
"061603","Oakville","ON","8th Line And Glenashton Dr., Halton Reservoir","43.4869194","-79.70227814","165","1HR","0","0.1","0.4","0.5","0.8","1.2","2.4","4.5","9.9","15.7","43.2","58.7","99.53324226","1.7","1.3","0.9","0.5","0.6","0.8","0.9","1","1.6","1.6","1.8","2.2","1.2","3.12831321","",""
"061703","Oshawa","ON","Britannia Ave W, Uofontario Property","43.95222092","-78.91249847","49","1HR","-0.1","0","0.2","0.3","0.6","0.9","1.6","3.2","6.7","10.9","34.7","94.6","96.8579235","0.7","0.7","0.4","0.2","0.5","0.9","0.9","1.7","1.6","1.3","0.9","0.8","0.9","2.459397222","",""
"061802","Guelph","ON","Exhibition Park & Clark St. W.","43.55163574","-80.26415253","330","1HR","0","0","0.1","0.2","0.4","0.6","1.2","2.3","6","11.2","35.6","77.5","99.26001821","1.2","0.7","1","0.3","0.4","0.3","0.3","0.5","0.7","1.2","1.4","1.2","0.7","2.777003726","",""
"062001","North Bay","ON","540 Chippewa St. W./Dept. Of National Defence","46.32323074","-79.44927979","219","1HR","0.1","0.3","0.5","0.6","1","1.3","2.3","4.3","9.6","15.5","38.9","78.9","99.79508197","2.9","1.8","1.6","1","0.8","0.8","0.7","0.8","1.3","1.1","2.2","1.4","1.4","3.145892383","",""
