10102,St. John's,NL,354 Water Street,47.56038,-52.71147,7,1HR,0,12,21,27,32,35,38,40,43,44,46,49,98.26484018,30,34,36,35,28,18,15,21,19,20,23,29,26,9.884066249
10401,Mount Pearl,NL,Old Placentia Road,47.50513,-52.79476,135,1HR,0,12,18,22,29,34,38,40,43,44,47,50,96.44977169,33,37,39,22,22,15,14,24,23,21,16,20,24,9.715556787
10501,Grand Falls - Windsor,NL,Scott Avenue,48.92696,-55.65966,62,1HR,0,14,23,32,38,40,42,45,47,48,50,52,91.98630137,36,38,42,38,32,21,18,19,17,21,29,36,30,11.15505606
10601,Happy Valley - Goose Bay,NL,Abbot Street,53.306,-60.36314,39,1HR,1,15,22,29,34,36,39,41,43,45,51,53,98.05936073,32,35,38,38,32,21,18,17,20,21,29,32,28,9.170072706
10602,Corner Brook,NL,Macpherson Ave,48.95224,-57.92207,100,1HR,2,16,23,29,34,36,39,42,46,48,52,53,99.46347032,33,33,38,38,29,22,20,21,20,22,28,33,28,9.167201789
10801,Port Aux Choix,NL,Port Au Choix (Town Hall),50.7123,-57.36421,13,1HR,2,14,21,28,32,34,36,38,40,41,43,47,82.26027397,30,34,35,35,,22,16,18,19,21,27,30,26,8.519806456
10901,Burin,NL,18 Hwy 220 (Main St.),47.09899,-55.19852,1,1HR,2,19,28,34,39,41,44,45,47,48,50,52,97.3173516,35,39,42,40,34,27,25,23,23,26,33,41,32,9.568094683
11002,Labrador City,NL,317 Hudson Drive,52.945487,-66.910306,558,1HR,0,19,27,33,39,42,45,47,48,50,52,53,99.10958904,37,39,40,40,29,25,26,23,25,28,37,39,32,9.828848703
20104,Charlottetown,PE,3 Brighton Road,46.233,-63.13667,21,1HR,0,15,22,26,30,32,35,37,39,41,47,50,96.74657534,27,31,34,32,28,24,22,21,20,19,24,24,26,7.76763235
20301,Wellington,PE,40 Route 125 (Hackmatack Road),46.47843,-63.98763,6,1HR,0,14,24,30,35,38,41,43,45,46,51,53,94.44063927,33,37,42,36,30,25,19,18,19,19,28,30,29,10.49259725
20401,Southampton,PE,2580 Route 313 (Cardigan Road),46.38635,-62.58272,30,1HR,0,15,25,31,36,38,41,43,45,47,51,52,96.27853881,34,38,41,37,31,25,21,21,20,21,29,32,29,10.00131883
30113,Halifax,NS,1672 Granville Street,44.64711,-63.57366,28,1HR,0,11,20,26,31,34,38,41,43,45,49,52,99.29223744,28,32,34,33,26,21,22,23,19,18,20,27,25,9.990628481
30120,Dartmouth,NS,341 Cherrybrook Road,44.7198,-63.48076,68,1HR,1,15,24,30,35,38,41,44,46,48,52,54,98.41324201,33,36,40,37,31,25,23,24,21,21,28,30,29,9.823782998
30201,Port Hawkesbury,NS,18 Embree Street,45.614161,-61.362356,14,1HR,1,17,25,31,36,39,41,43,44,46,51,59,98.72146119,33,37,38,37,30,26,22,23,23,25,30,34,30,9.401222438
30310,Sydney,NS,71 Welton Street,46.14222,-60.17252,27,1HR,0,16,26,31,36,38,41,43,45,47,49,57,96.55251142,32,37,38,37,32,25,22,23,21,24,31,33,30,9.729355477
30502,Kejimkujik,NS,National Park,44.43244,-65.20264,124,1HR,1,15,24,30,35,38,41,44,46,48,53,54,94.07534247,33,36,41,36,30,25,23,25,21,20,27,30,29,9.9490886
30701,Aylesford,NS,"1009 Brow Mountain Road, Kings County",45.07254,-64.84025,235,1HR,7,21,28,33,38,41,44,47,49,51,56,57,97.61415525,36,40,46,40,35,29,28,27,24,24,31,34,33,8.748292859
30901,Pictou,NS,91 Beeches Road,45.681744,-62.696575,12,1HR,2,17,24,29,33,35,37,39,42,43,51,84,98.53881279,28,32,34,34,30,25,22,22,21,23,29,34,28,7.993624779
31101,Kentville,NS,32 Main Street,45.067284,-64.477425,60,1HR,1,16,25,31,37,40,43,45,47,49,53,55,99.55479452,35,39,43,38,32,26,23,24,22,22,29,32,30,10.14341205
40104,Fredericton,NB,486 Needham Street,45.957289,-66.645236,10,1HR,0,12,22,28,33,36,39,41,44,46,50,53,99.22374429,27,32,37,34,29,24,18,19,22,21,28,30,27,10.1481513
40203,Saint John,NB,Mountain Road,45.308762,-66.008384,41,1HR,0,17,26,31,35,38,40,42,44,46,53,59,99.9086758,30,34,38,35,33,28,24,23,22,24,30,32,30,9.052393558
40207,Saint John,NB,476 Lancaster Avenue W.,45.252898,-66.080065,59,1HR,0,17,26,32,37,40,44,48,50,52,56,62,96.94063927,32,31,45,41,35,31,28,27,22,19,27,32,31,10.12740279
40209,Saint John,NB,8 Castle Street,45.28028,-66.05611,41,1HR,2,15,23,29,36,40,44,46,48,50,53,56,99.60045662,35,39,43,40,28,25,22,22,19,20,27,31,29,10.6599507
40302,Moncton,NB,5 Thanet Street,46.101578,-64.789661,9,1HR,0,11,22,28,34,37,40,42,44,46,53,56,99.70319635,28,35,37,35,29,25,21,21,20,20,27,25,27,10.67451399
40901,St. Andrews,NB,"Marine Science Drive, Route 127",45.086912,-67.074036,25,1HR,2,16,25,32,38,40,43,46,48,50,53,58,97.3173516,35,39,44,38,32,28,22,21,20,22,30,35,31,10.53500907
41302,Bathurst,NB,1255 Rough Waters Drive,47.609693,-65.633509,16,1HR,2,17,25,31,38,40,43,45,47,49,54,58,99.92009132,29,38,43,40,33,26,22,23,23,24,33,36,31,9.942833678
41501,Edmundston,NB,19 Queen St.,47.363195,-68.322302,159,1HR,0,6,17,24,31,36,41,44,47,49,56,59,98.41324201,30,34,39,37,27,20,16,15,12,14,21,23,24,12.45157541
50103,Montréal,QC,"1050 A, Boul. Saint-Jean-Baptiste",45.641026,-73.499682,19,1HR,0,10,19,25,31,34,40,43,46,48,58,69,98.76712329,23,29,34,32,28,26,27,23,19,16,20,22,25,11.09686643
50109,Montréal,QC,"2495 Duncan / Decarie, Mt-Royal",45.502648,-73.663913,41,1HR,0,6,15,21,27,30,34,37,40,43,51,59,99.24657534,19,22,27,27,24,23,23,20,16,14,16,18,21,10.34200675
50113,Laval,QC,1160 Boul Pie-Ix,45.547463,-73.748317,35,1HR,0,11,20,26,32,35,40,43,46,48,54,61,96.09589041,25,29,35,32,29,27,26,24,19,16,21,23,26,10.98111258
50119,Longueuil,QC,Face Au 1819 Rue Victoria,45.52207,-73.4881,32,1HR,0,11,21,27,32,35,40,44,48,51,58,66,92.84246575,22,28,33,32,29,29,30,26,21,18,20,23,26,11.05088303
50122,Brossard,QC,En Face Du 8400 Avenue Sorbonne,45.448663,-73.480819,17,1HR,0,12,22,27,33,36,40,43,47,49,57,72,91.25570776,26,31,36,33,30,29,29,25,21,19,21,23,27,10.72174121
50126,Montréal,QC,20965 Ch. Sainte-Marie,45.426542,-73.928929,39,1HR,0,12,22,28,34,38,41,45,48,50,56,59,93.91552511,28,32,38,34,29,29,29,25,21,16,23,24,28,11.02069129
50128,Montréal,QC,"90-A Rue Herve-Saint-Martin, Dorval",45.468322,-73.741198,33,1HR,0,10,20,26,32,35,39,43,46,49,58,61,98.94977169,22,26,33,30,29,29,30,25,20,17,21,21,25,11.19240185
50129,Montréal,QC,12400 Wilfrid-Ouellette (R-D-P),45.651691,-73.573825,29,1HR,0,11,20,26,33,36,40,44,47,49,55,60,98.59589041,26,31,36,33,29,27,29,24,19,17,21,23,26,11.09246838
50134,Montréal,QC,2580 Saint-Joseph Est,45.54271,-73.57176,53,1HR,0,10,19,25,30,34,38,42,46,48,58,62,99.18949772,21,25,32,30,28,28,30,25,19,16,20,20,24,10.71387142
50135,Montréal,QC,4240 Rue Charleroi,45.5934,-73.63726,41,1HR,0,10,19,25,31,35,39,42,46,48,56,62,98.85844749,23,28,34,31,28,27,28,24,19,16,20,21,25,10.87298228
50136,Montréal,QC,75 Rue Ontario Est,45.512189,-73.566842,32,1HR,0,10,18,24,29,33,37,40,44,47,56,61,99.26940639,21,26,31,30,27,27,28,24,18,15,18,19,24,10.39641447
50137,Terrebonne,QC,Rues Vaillant Et De Grand-Champ,45.70476,-73.65776,34,1HR,1,11,20,27,33,36,40,43,47,49,55,61,95.61643836,27,32,37,33,29,26,27,23,20,18,23,25,26,10.78918248
50138,Montréal,QC,1540 Roberval,45.464611,-73.582583,25,1HR,0,7,17,23,28,32,36,40,43,46,53,57,97.21461187,20,24,30,27,26,25,26,23,18,14,18,20,22,10.6664672
50204,Gatineau,QC,"255 St-Redempteur, Hull",45.435987,-75.723429,62,1HR,0,12,21,27,33,37,41,44,48,51,57,60,99.65753425,27,30,37,35,30,27,28,24,22,19,22,23,27,11.05092721
50308,Québec,QC,600 Rue Des Sables,46.821177,-71.220495,8,1HR,0,9,18,24,31,34,38,40,43,45,52,53,99.24657534,26,27,32,33,27,23,22,19,16,14,22,24,24,10.75872805
50310,Québec,QC,1150 Boul. Rene-Levesque O.,46.794873,-71.246387,69,1HR,0,11,20,27,33,36,39,42,45,47,54,55,98.01369863,26,30,36,36,30,25,25,21,17,16,23,25,26,10.7719351
50311,Québec,QC,"1465, Rue Felix-Antoine-Savard",46.774167,-71.369722,26,1HR,0,8,18,25,32,35,39,42,45,48,55,57,99.32648402,27,31,36,35,29,24,22,18,15,14,22,24,25,11.57422927
50313,Québec,QC,Autoroute Henri Iv Nord/Sortie 138,46.781321,-71.308717,52,1HR,32,33,34,35,35,36,36,36,37,37,37,37,0.262557078,,,,,,,,,,,,,,
50404,Sherbrooke,QC,"655, Rue Papineau",45.41231,-71.8746,211,1HR,0,14,23,29,35,38,43,46,48,51,55,58,99.6803653,27,33,41,36,32,29,28,23,19,20,25,28,29,10.89418788
50504,Saguenay,QC,"789 Boul Des Etudiants, Chicoutimi",48.416374,-71.052412,82,1HR,0,11,20,28,33,36,40,43,46,48,53,56,99.45205479,29,34,38,36,31,24,21,18,16,17,25,26,26,10.87786232
50604,Rouyn-Noranda,QC,1570 Rue Paradis,48.234087,-78.982778,289,1HR,0,15,23,29,34,37,41,44,47,50,56,59,97.61415525,30,34,39,38,33,27,26,21,19,21,25,26,28,10.10625383
50803,Trois Rivières,QC,Rue Whitehead,46.357175,-72.546187,12,1HR,0,11,21,28,34,37,40,43,47,50,61,68,93.43607306,27,31,37,35,30,26,26,22,18,17,23,25,27,11.1165501
50902,Saguenay,QC,"2885 Berthier (Arvida), Jonquiere",48.43389,-71.18454,93,1HR,0,10,19,26,32,35,38,40,43,45,53,55,99.49771689,27,32,36,33,29,23,21,17,15,16,25,26,25,10.55969841
51501,St. Zéphirin-De-Courval,QC,701 Rang Saint-Michel,46.042233,-72.659761,50,1HR,0,13,22,29,35,37,41,44,48,50,56,65,94.88584475,31,35,41,36,30,26,25,22,19,18,25,28,28,10.81496527
52001,Charette,QC,Au Nord Du 170 2e Rang,46.4416,-72.89241,114,1HR,0,10,20,28,34,38,42,45,48,51,60,65,94.21232877,30,36,41,38,31,24,23,19,14,16,24,27,27,11.70681711
52201,Saint-Simon,QC,"Derriere Le 83, 4e Rang Est",45.715614,-72.840249,38,1HR,0,11,20,27,34,37,42,45,48,49,54,65,93.83561644,29,35,41,36,29,25,23,21,18,17,23,25,27,11.61146078
52301,Saint-Faustin-Lac-Carré,QC,4507 Chemin Du Lac (Caribou),46.035,-74.48083,413,1HR,5,18,25,31,36,39,43,45,49,52,57,65,99.00684932,32,37,43,39,34,28,27,24,22,24,28,31,31,9.465233762
52401,La Pêche,QC,Lac Philippe - Masham,45.622378,-76.018046,191,1HR,0,11,22,29,35,38,42,45,49,51,58,61,91.83789954,31,35,41,35,29,24,24,21,20,20,26,26,28,11.44497624
52801,Auclair,QC,66 Rang St-Gregoire Nord,47.73333,-68.70722,301,1HR,2,15,23,30,36,38,42,44,47,51,57,59,99.25799087,33,38,43,39,33,26,24,20,17,19,28,32,29,10.30975559
53201,La Doré,QC,Route 167- La Dore,48.80972,-72.73889,222,1HR,0,13,22,28,34,37,40,43,46,49,54,57,99.47488584,30,35,40,38,31,24,24,18,17,17,26,29,27,10.41358182
53301,Deschambault,QC,"334, 3 E Rang - Deshambault",46.682373,-71.965903,48,1HR,0,7,20,27,34,37,40,44,47,50,57,60,93.52739726,30,34,38,35,27,22,20,17,16,16,25,26,26,12.25363141
53501,St-François-Île-D'orléans,QC,"Face Au 198,  Royale Île D'orléans",47.015308,-70.862523,59,1HR,1,17,24,31,36,39,42,45,48,51,57,59,99.00684932,32,37,42,39,32,28,28,24,20,21,28,31,30,9.61053096
53601,Notre-Dame-Du-Rosaire,QC,Rang St-Louis,46.84889,-70.45418,411,1HR,0,13,22,29,35,37,41,44,48,50,56,58,96.24429224,32,35,42,39,31,26,22,18,17,17,27,30,28,10.77279668
53701,St-Hilaire-De-Dorset,QC,Rang Dorset,45.824861,-70.856025,497,1HR,5,20,28,34,38,41,44,47,50,52,58,60,89.24657534,35,38,45,40,35,33,30,26,22,24,29,32,33,9.154150366
53801,Tingwick,QC,Chemin Du Radar Et Warwick,45.905785,-71.948695,243,1HR,3,19,26,32,37,40,44,47,50,52,56,62,99.25799087,33,38,45,39,35,32,30,25,22,23,27,30,31,9.454977612
53901,Lac-Édouard,QC,Derriere L'hopital Village,47.64722,-72.29056,366,1HR,0,7,19,27,34,37,41,44,47,50,57,62,99.09817352,31,33,38,36,28,23,19,16,14,16,24,28,25,12.45323278
54201,Chapais,QC,Chapais,49.822282,-74.9764,381,1HR,1,14,23,29,35,38,41,43,45,47,53,57,97.73972603,33,37,40,38,31,25,21,17,17,20,28,31,28,10.25891842
54401,Saint-Anicet,QC,1128 De La Guerre,45.120624,-74.2896,50,1HR,0,10,22,29,35,38,43,46,49,51,55,56,95.30821918,30,36,42,35,28,27,26,20,19,17,24,26,28,12.14550806
54901,Ditton,QC,Chemin Du Petit-Canada Ouest,45.37333,-71.250167,475,1HR,2,16,26,32,37,40,44,47,50,51,56,59,98.37899543,33,38,45,38,33,29,25,22,20,24,30,33,31,10.41339594
55001,Mont Saint-Michel,QC,215 4 Ieme Rang De Gravel,46.76866,-75.432728,256,1HR,0,7,19,26,33,37,42,45,48,50,55,57,94.30365297,32,36,42,38,29,21,18,15,14,17,23,26,25,12.56019545
55101,Senneterre,QC,Chemin Riviere Bell,48.431648,-77.196674,299,1HR,0,13,23,29,35,38,42,44,47,48,54,58,99.30365297,32,36,41,38,30,26,23,18,16,20,27,29,28,10.8627876
55301,Saint-Jean-Sur-Richelieu,QC,"Ferme Exp., 1134 Route 219",45.29413,-73.34857,35,1HR,0,13,23,29,34,37,42,45,48,49,56,66,99.65753425,30,35,41,34,30,28,27,22,20,20,23,26,28,10.83524077
55502,Frelighsburg,QC,Frelighsburg,45.05006,-72.86161,235,1HR,4,21,28,33,37,40,44,47,49,51,55,61,97.92237443,32,37,44,38,34,33,32,28,25,26,28,30,32,8.713994274
55702,Lévis,QC,200 Rue Des Commandeurs,46.806029,-71.167506,106,1HR,1,13,22,28,34,36,40,43,46,48,54,56,98.60730594,29,33,38,37,31,27,25,22,18,18,24,26,27,10.23785659
60104,Ottawa,ON,Rideau & Wurtemburg,45.43433,-75.676,68,1HR,0,11,20,26,32,35,39,42,46,49,54,57,99.60045662,25,28,35,34,30,27,27,23,21,18,21,22,26,10.59680897
60204,Windsor,ON,467 University Ave. West,42.315778,-83.043667,176,1HR,0,11,20,26,32,36,42,49,56,60,72,82,97.16894977,22,25,30,31,29,34,35,32,27,21,16,16,27,12.52670871
60211,Windsor,ON,College & South St. / 928 South St.,42.292889,-83.073139,180,1HR,0,10,20,27,34,38,44,50,57,61,74,80,98.57305936,23,27,33,35,30,35,34,31,26,20,17,18,27,13.37045888
60304,Kingston,ON,Near 23 Beechgrove Lane,44.21987,-76.52113,84,1HR,1,16,25,30,35,38,43,46,51,55,63,68,99.08675799,29,33,39,35,31,33,32,29,25,23,25,25,30,10.3404635
60410,Toronto,ON,Lawrence & Kennedy,43.74792,-79.27406,168,1HR,1,9,19,25,31,34,39,43,48,51,61,67,98.92694064,22,26,31,31,28,27,28,25,22,19,17,18,25,11.3779621
60430,Toronto,ON,125 Resources Road,43.709444,-79.5435,141,1HR,0,4,15,22,28,32,38,43,50,55,65,77,96.74657534,18,22,27,28,24,26,28,23,20,16,14,15,22,12.72014761
60433,Toronto,ON,Bay/Wellesey St.,43.66417,-79.38722,105,1HR,0,13,22,28,34,37,40,44,47,49,53,54,32.32876712,19,27,32,32,,,,,,,,,,
60434,Mississauga,ON,3359 Mississauga Road,43.54697,-79.65869,105,1HR,0,5,18,25,32,36,41,45,49,53,59,65,99.50913242,23,29,33,32,27,26,26,24,20,17,17,18,24,12.84968385
60435,Toronto,ON,461 Kipling Avenue,43.610761,-79.52194,92,1HR,0,5,16,22,28,31,36,40,45,49,60,70,99.88584475,19,24,27,27,23,24,25,23,20,16,15,16,22,11.38681692
60438,Toronto,ON,401w - 125 Resources Rd.,43.711106,-79.543425,139,1HR,0,2,10,17,24,28,34,39,46,51,60,71,98.40182648,16,19,22,24,20,21,21,18,16,13,11,12,18,12.02774889
60439,Toronto,ON,200 College Street,43.659018,-79.395385,63,1HR,1,14,25,31,36,39,43,47,51,55,62,64,13.60730594,,,,,30,30,,,,,,,,
60440,Toronto,ON,4905 Dufferin Street,43.78042,-79.46752,,1HR,1,7,17,24,31,34,40,44,50,53,67,77,98.00228311,22,27,30,31,27,27,29,25,21,17,17,17,24,12.29782659
60445,Toronto,ON,55 John Street,43.64543,-79.38908,85,1HR,0,7,15,20,25,28,37,44,51,55,69,76,52.37442922,,,,,,,28,24,21,18,16,17,,
60450,Brampton,ON,109 Mclaughlin Rd. S.,43.669567,-79.76567,217,1HR,0,9,20,27,33,37,42,47,52,55,68,72,98.29908676,25,29,35,32,29,30,31,27,23,18,18,20,26,12.55379428
60512,Hamilton,ON,Elgin & Kelly,43.25778,-79.86167,90,1HR,0,7,18,24,31,34,40,44,50,54,62,65,99.05251142,21,27,32,29,24,29,30,26,23,17,18,18,24,12.11468651
60515,Hamilton,ON,Main St. & Hwy 403,43.25744,-79.90775,96,1HR,0,4,17,24,31,35,40,44,49,52,59,65,99.18949772,23,28,32,30,25,26,28,23,20,15,17,18,24,12.94395429
60521,Hamilton,ON,250 Fennell Ave W.,43.24132,-79.88941,195,1HR,0,12,21,27,33,37,43,48,53,56,65,70,99.85159817,24,30,36,32,28,33,34,28,26,19,19,21,28,11.95213589
60610,Sudbury,ON,155 Elm Street,46.49194,-81.00311,271,1HR,1,12,21,27,32,35,39,43,46,49,65,75,98.25342466,24,30,36,34,30,28,28,23,20,19,22,22,26,10.53873774
60709,Sault Ste. Marie,ON,"443 Northern Ave., Sault College",46.53319,-84.30992,244,1HR,1,15,23,28,34,37,41,44,47,51,59,61,98.76712329,29,34,38,36,31,28,26,24,21,21,24,25,28,9.826816636
60809,Thunder Bay,ON,421 James Street South,48.37939,-89.29017,192,1HR,0,8,18,24,30,33,37,41,45,48,54,56,99.25799087,24,28,33,32,28,23,22,18,18,18,21,21,24,10.74569731
60904,London,ON,42 St. Julien Street,42.97446,-81.20086,244,1HR,-1,9,21,27,33,37,43,47,52,56,65,70,99.24657534,25,29,35,34,29,30,28,25,24,19,21,21,27,12.60800729
61009,Sarnia,ON,700 Christina St. N.,42.990263,-82.395341,182,1HR,0,14,23,29,36,39,45,50,56,62,78,87,99.02968037,27,30,37,37,34,35,35,29,26,21,20,21,29,12.4758376
61104,Peterborough,ON,10 Hospital Drive,44.301833,-78.346386,226,1HR,0,14,23,28,34,38,42,46,50,53,61,68,99.13242009,28,33,38,35,31,30,30,27,23,21,22,23,28,10.8650907
61201,Cornwall,ON,Bedford & Third St.,45.017981,-74.735314,55,1HR,0,12,22,28,33,36,40,44,48,50,54,58,99.15525114,26,31,37,34,29,28,28,24,21,18,23,23,27,11.01539781
61302,St. Catharines,ON,62 Argyle Crescent/ Pump Stn.,43.16006,-79.23475,105,1HR,0,12,23,29,35,38,43,47,53,56,62,70,99.36073059,27,32,36,33,30,32,32,28,26,21,22,22,28,11.8967975
61402,Brantford,ON,324 Grand River Ave.,43.13861,-80.29264,205,1HR,0,10,21,28,34,38,44,49,53,56,64,74,99.08675799,26,31,37,34,30,33,30,26,23,18,20,22,27,12.79575295
61502,Kitchener,ON,West Ave. & Homewood,43.44383,-80.50381,325,1HR,0,11,21,27,33,37,43,47,52,55,63,77,99.28082192,24,28,34,34,31,32,31,27,24,19,20,21,27,11.90640801
61603,Oakville,ON,"8th Line And Glenashton Dr., Halton Reservoir",43.48692,-79.70228,165,1HR,0,11,21,27,33,37,42,47,52,56,66,71,99.14383562,24,30,35,33,29,31,31,27,25,20,19,20,27,12.06511165
61703,Oshawa,ON,"Britannia Ave W, Uofontario Property",43.95222,-78.9125,49,1HR,-1,9,20,25,30,33,37,41,47,51,59,66,99.38356164,24,27,29,30,27,26,26,23,20,18,20,22,24,10.72409137
61802,Guelph,ON,Exhibition Park & Clark St. W.,43.551636,-80.264156,330,1HR,0,11,21,27,33,36,41,45,50,53,62,74,99.20091324,25,30,35,32,29,30,29,25,23,19,19,21,26,11.67510555
62001,North Bay,ON,540 Chippewa St. W./Dept. Of National Defence,46.32323,-79.44928,219,1HR,0,11,21,27,32,36,40,43,47,50,58,63,99.56621005,22,29,34,33,29,27,29,23,20,21,24,24,26,10.96377133
62501,Tiverton,ON,Bruce Nuclear Visitor Ctr,44.31447,-81.54972,226,1HR,5,18,25,31,37,39,43,48,53,56,68,81,99.24657534,33,36,42,38,33,31,31,27,26,24,26,27,31,10.07023058
