Date,Year,Month,Month Name,Quarter,Season,Pollutant,Station,Concentration
2015-01-30,2015,1,January,Q1,Winter,O3,Port Hawkesbury,29.52083333
2015-01-30,2015,1,January,Q1,Winter,NO2,Sydney,2.25
2015-01-31,2015,1,January,Q1,Winter,O3,Aylesford,36.06666667
2015-01-31,2015,1,January,Q1,Winter,O3,Pictou,26.07916667
2015-01-31,2015,1,January,Q1,Winter,O3,Port Hawkesbury,26.9625
2015-01-31,2015,1,January,Q1,Winter,NO2,Sydney,4.694444444
2015-02-01,2015,2,February,Q1,Winter,O3,Aylesford,38.65833333
2015-02-01,2015,2,February,Q1,Winter,O3,Pictou,32.40416667
2015-02-01,2015,2,February,Q1,Winter,O3,Port Hawkesbury,33.3125
2015-02-01,2015,2,February,Q1,Winter,NO2,Sydney,2.388888889
2015-02-02,2015,2,February,Q1,Winter,O3,Aylesford,37.04583333
2015-02-02,2015,2,February,Q1,Winter,O3,Pictou,26.29166667
2015-02-02,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.08333333
2015-02-02,2015,2,February,Q1,Winter,NO2,Sydney,2.972222222
2015-02-03,2015,2,February,Q1,Winter,O3,Aylesford,38.35833333
2015-02-03,2015,2,February,Q1,Winter,O3,Pictou,29.4
2015-02-03,2015,2,February,Q1,Winter,O3,Port Hawkesbury,34.05833333
2015-02-03,2015,2,February,Q1,Winter,NO2,Sydney,2.527777778
2015-02-04,2015,2,February,Q1,Winter,O3,Aylesford,40.5
2015-02-04,2015,2,February,Q1,Winter,O3,Pictou,22.65833333
2015-02-04,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.94583333
2015-02-04,2015,2,February,Q1,Winter,NO2,Sydney,6.583333333
2015-02-05,2015,2,February,Q1,Winter,O3,Aylesford,37.05416667
2015-02-05,2015,2,February,Q1,Winter,O3,Pictou,27.85416667
2015-02-05,2015,2,February,Q1,Winter,O3,Port Hawkesbury,30.8625
2015-02-05,2015,2,February,Q1,Winter,NO2,Sydney,7.416666667
2015-02-06,2015,2,February,Q1,Winter,O3,Aylesford,38.05
2015-02-06,2015,2,February,Q1,Winter,O3,Pictou,25.09583333
2015-02-06,2015,2,February,Q1,Winter,O3,Port Hawkesbury,34.19583333
2015-02-06,2015,2,February,Q1,Winter,NO2,Sydney,2.638888889
2015-02-07,2015,2,February,Q1,Winter,O3,Aylesford,37.19583333
2015-02-07,2015,2,February,Q1,Winter,O3,Pictou,17.47083333
2015-02-07,2015,2,February,Q1,Winter,O3,Port Hawkesbury,24.175
2015-02-07,2015,2,February,Q1,Winter,NO2,Sydney,9.416666667
2015-02-08,2015,2,February,Q1,Winter,O3,Aylesford,35.65833333
2015-02-08,2015,2,February,Q1,Winter,O3,Pictou,21.80416667
2015-02-08,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.6
2015-02-08,2015,2,February,Q1,Winter,NO2,Sydney,3.916666667
2015-02-09,2015,2,February,Q1,Winter,O3,Aylesford,39.75833333
2015-02-09,2015,2,February,Q1,Winter,O3,Pictou,28.26666667
2015-02-09,2015,2,February,Q1,Winter,O3,Port Hawkesbury,32.15
2015-02-09,2015,2,February,Q1,Winter,NO2,Sydney,0.805555556
2015-02-10,2015,2,February,Q1,Winter,O3,Aylesford,38.87083333
2015-02-10,2015,2,February,Q1,Winter,O3,Pictou,27.62083333
2015-02-10,2015,2,February,Q1,Winter,O3,Port Hawkesbury,28.63913043
2015-02-10,2015,2,February,Q1,Winter,NO2,Sydney,8.361111111
2015-02-11,2015,2,February,Q1,Winter,O3,Aylesford,38.49583333
2015-02-11,2015,2,February,Q1,Winter,O3,Pictou,27.9375
2015-02-11,2015,2,February,Q1,Winter,O3,Port Hawkesbury,33.42916667
2015-02-11,2015,2,February,Q1,Winter,NO2,Sydney,0.888888889
2015-02-12,2015,2,February,Q1,Winter,O3,Aylesford,34.33529412
2015-02-12,2015,2,February,Q1,Winter,O3,Pictou,26.8125
2015-02-12,2015,2,February,Q1,Winter,O3,Port Hawkesbury,33.47083333
2015-02-12,2015,2,February,Q1,Winter,NO2,Sydney,1.416666667
2015-02-13,2015,2,February,Q1,Winter,O3,Aylesford,33.675
2015-02-13,2015,2,February,Q1,Winter,O3,Pictou,25.3625
2015-02-13,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.925
2015-02-13,2015,2,February,Q1,Winter,NO2,Sydney,4.5
2015-02-14,2015,2,February,Q1,Winter,O3,Aylesford,35.325
2015-02-14,2015,2,February,Q1,Winter,O3,Pictou,20.6125
2015-02-14,2015,2,February,Q1,Winter,O3,Port Hawkesbury,24.325
2015-02-14,2015,2,February,Q1,Winter,NO2,Sydney,9.722222222
2015-02-15,2015,2,February,Q1,Winter,O3,Aylesford,37.57916667
2015-02-15,2015,2,February,Q1,Winter,O3,Pictou,28.16666667
2015-02-15,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.225
2015-02-15,2015,2,February,Q1,Winter,NO2,Sydney,7.583333333
2015-02-16,2015,2,February,Q1,Winter,O3,Aylesford,38.69583333
2015-02-16,2015,2,February,Q1,Winter,O3,Pictou,36.10833333
2015-02-16,2015,2,February,Q1,Winter,O3,Port Hawkesbury,33.96666667
2015-02-16,2015,2,February,Q1,Winter,NO2,Sydney,1.888888889
2015-02-17,2015,2,February,Q1,Winter,O3,Aylesford,39.20833333
2015-02-17,2015,2,February,Q1,Winter,O3,Pictou,27.05
2015-02-17,2015,2,February,Q1,Winter,O3,Port Hawkesbury,34.03333333
2015-02-17,2015,2,February,Q1,Winter,NO2,Sydney,3.75
2015-02-18,2015,2,February,Q1,Winter,O3,Aylesford,40.17083333
2015-02-18,2015,2,February,Q1,Winter,O3,Pictou,22.02083333
2015-02-18,2015,2,February,Q1,Winter,O3,Port Hawkesbury,26.72083333
2015-02-18,2015,2,February,Q1,Winter,NO2,Sydney,2.472222222
2015-02-19,2015,2,February,Q1,Winter,O3,Aylesford,34.84166667
2015-02-19,2015,2,February,Q1,Winter,O3,Pictou,24.925
2015-02-19,2015,2,February,Q1,Winter,O3,Port Hawkesbury,29.19583333
2015-02-19,2015,2,February,Q1,Winter,NO2,Sydney,2.027777778
2015-02-20,2015,2,February,Q1,Winter,O3,Aylesford,39.24166667
2015-02-20,2015,2,February,Q1,Winter,O3,Pictou,35.075
2015-02-20,2015,2,February,Q1,Winter,O3,Port Hawkesbury,38.28333333
2015-02-20,2015,2,February,Q1,Winter,NO2,Sydney,3.833333333
2015-02-21,2015,2,February,Q1,Winter,O3,Aylesford,41.42916667
2015-02-21,2015,2,February,Q1,Winter,O3,Pictou,28.71666667
2015-02-21,2015,2,February,Q1,Winter,O3,Port Hawkesbury,32.2875
2015-02-21,2015,2,February,Q1,Winter,NO2,Sydney,5.416666667
2015-02-22,2015,2,February,Q1,Winter,O3,Aylesford,42.30416667
2015-02-22,2015,2,February,Q1,Winter,O3,Pictou,32.3625
2015-02-22,2015,2,February,Q1,Winter,O3,Port Hawkesbury,38.03043478
2015-02-22,2015,2,February,Q1,Winter,NO2,Sydney,3.805555556
2015-02-23,2015,2,February,Q1,Winter,O3,Aylesford,39.2375
2015-02-23,2015,2,February,Q1,Winter,O3,Pictou,25.36666667
2015-02-23,2015,2,February,Q1,Winter,O3,Port Hawkesbury,32.82083333
2015-02-23,2015,2,February,Q1,Winter,NO2,Sydney,4.84057971
2015-02-24,2015,2,February,Q1,Winter,O3,Aylesford,31.11111111
2015-02-24,2015,2,February,Q1,Winter,O3,Pictou,21.17083333
2015-02-24,2015,2,February,Q1,Winter,O3,Port Hawkesbury,25.46315789
2015-02-24,2015,2,February,Q1,Winter,NO2,Sydney,3.611111111
2015-02-25,2015,2,February,Q1,Winter,O3,Aylesford,38.77083333
2015-02-25,2015,2,February,Q1,Winter,O3,Pictou,26.65416667
2015-02-25,2015,2,February,Q1,Winter,O3,Port Hawkesbury,28.1
2015-02-25,2015,2,February,Q1,Winter,NO2,Sydney,10.30555556
2015-02-26,2015,2,February,Q1,Winter,O3,Aylesford,36.91666667
2015-02-26,2015,2,February,Q1,Winter,O3,Pictou,25.84583333
2015-02-26,2015,2,February,Q1,Winter,O3,Port Hawkesbury,32.75833333
2015-02-26,2015,2,February,Q1,Winter,NO2,Sydney,3.694444444
2015-02-27,2015,2,February,Q1,Winter,O3,Aylesford,35.89583333
2015-02-27,2015,2,February,Q1,Winter,O3,Pictou,23.05416667
2015-02-27,2015,2,February,Q1,Winter,O3,Port Hawkesbury,31.1
2015-02-27,2015,2,February,Q1,Winter,NO2,Sydney,3.444444444
2015-02-28,2015,2,February,Q1,Winter,O3,Aylesford,40.7375
2015-02-28,2015,2,February,Q1,Winter,O3,Pictou,21.6875
2015-02-28,2015,2,February,Q1,Winter,O3,Port Hawkesbury,28.80416667
2015-02-28,2015,2,February,Q1,Winter,NO2,Sydney,10.72222222
2015-03-01,2015,3,March,Q1,Spring,O3,Aylesford,45.22083333
2015-03-01,2015,3,March,Q1,Spring,O3,Pictou,23.8375
2015-03-01,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.675
2015-03-01,2015,3,March,Q1,Spring,NO2,Sydney,7.833333333
2015-03-02,2015,3,March,Q1,Spring,O3,Aylesford,44.85
2015-03-02,2015,3,March,Q1,Spring,O3,Pictou,29.0125
2015-03-02,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.63333333
2015-03-02,2015,3,March,Q1,Spring,NO2,Sydney,4.861111111
2015-03-03,2015,3,March,Q1,Spring,O3,Aylesford,41.05833333
2015-03-03,2015,3,March,Q1,Spring,O3,Pictou,31.31666667
2015-03-03,2015,3,March,Q1,Spring,O3,Port Hawkesbury,36.32083333
2015-03-03,2015,3,March,Q1,Spring,NO2,Sydney,2.944444444
2015-03-04,2015,3,March,Q1,Spring,O3,Aylesford,43.4
2015-03-04,2015,3,March,Q1,Spring,O3,Pictou,29.85416667
2015-03-04,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.89583333
2015-03-04,2015,3,March,Q1,Spring,NO2,Sydney,7.527777778
2015-03-05,2015,3,March,Q1,Spring,O3,Aylesford,41.99583333
2015-03-05,2015,3,March,Q1,Spring,O3,Pictou,28.8375
2015-03-05,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.94583333
2015-03-05,2015,3,March,Q1,Spring,NO2,Sydney,3.666666667
2015-03-06,2015,3,March,Q1,Spring,O3,Aylesford,38.66666667
2015-03-06,2015,3,March,Q1,Spring,O3,Pictou,23.51666667
2015-03-06,2015,3,March,Q1,Spring,O3,Port Hawkesbury,30.17916667
2015-03-06,2015,3,March,Q1,Spring,NO2,Sydney,4.277777778
2015-03-07,2015,3,March,Q1,Spring,O3,Aylesford,43.77083333
2015-03-07,2015,3,March,Q1,Spring,O3,Pictou,27.4
2015-03-07,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.87083333
2015-03-07,2015,3,March,Q1,Spring,NO2,Sydney,10.22222222
2015-03-08,2015,3,March,Q1,Spring,O3,Aylesford,50.4375
2015-03-08,2015,3,March,Q1,Spring,O3,Pictou,27.28333333
2015-03-08,2015,3,March,Q1,Spring,O3,Port Hawkesbury,36.91666667
2015-03-08,2015,3,March,Q1,Spring,NO2,Sydney,6.083333333
2015-03-09,2015,3,March,Q1,Spring,O3,Aylesford,47.55416667
2015-03-09,2015,3,March,Q1,Spring,O3,Pictou,25.5375
2015-03-09,2015,3,March,Q1,Spring,O3,Port Hawkesbury,35.7625
2015-03-09,2015,3,March,Q1,Spring,NO2,Sydney,8.361111111
2015-03-10,2015,3,March,Q1,Spring,O3,Aylesford,45.15416667
2015-03-10,2015,3,March,Q1,Spring,O3,Pictou,26.97916667
2015-03-10,2015,3,March,Q1,Spring,O3,Port Hawkesbury,37.37083333
2015-03-10,2015,3,March,Q1,Spring,NO2,Sydney,5.833333333
2015-03-11,2015,3,March,Q1,Spring,O3,Aylesford,49.9875
2015-03-11,2015,3,March,Q1,Spring,O3,Pictou,36.80416667
2015-03-11,2015,3,March,Q1,Spring,O3,Port Hawkesbury,42.1375
2015-03-11,2015,3,March,Q1,Spring,NO2,Sydney,3.638888889
2015-03-12,2015,3,March,Q1,Spring,O3,Aylesford,43.525
2015-03-12,2015,3,March,Q1,Spring,O3,Pictou,31.95
2015-03-12,2015,3,March,Q1,Spring,O3,Port Hawkesbury,38.89583333
2015-03-12,2015,3,March,Q1,Spring,NO2,Sydney,1.361111111
2015-03-13,2015,3,March,Q1,Spring,O3,Aylesford,40.66666667
2015-03-13,2015,3,March,Q1,Spring,O3,Pictou,30.59166667
2015-03-13,2015,3,March,Q1,Spring,O3,Port Hawkesbury,37.60833333
2015-03-13,2015,3,March,Q1,Spring,NO2,Sydney,1.944444444
2015-03-14,2015,3,March,Q1,Spring,O3,Aylesford,44.32083333
2015-03-14,2015,3,March,Q1,Spring,O3,Pictou,25.29583333
2015-03-14,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.17083333
2015-03-14,2015,3,March,Q1,Spring,NO2,Sydney,6.75
2015-03-15,2015,3,March,Q1,Spring,O3,Aylesford,44.3625
2015-03-15,2015,3,March,Q1,Spring,O3,Pictou,34.74166667
2015-03-15,2015,3,March,Q1,Spring,O3,Port Hawkesbury,36.6375
2015-03-15,2015,3,March,Q1,Spring,NO2,Sydney,3.944444444
2015-03-16,2015,3,March,Q1,Spring,O3,Aylesford,41.77916667
2015-03-16,2015,3,March,Q1,Spring,O3,Pictou,32.77083333
2015-03-16,2015,3,March,Q1,Spring,O3,Port Hawkesbury,37.45833333
2015-03-16,2015,3,March,Q1,Spring,NO2,Sydney,1.472222222
2015-03-17,2015,3,March,Q1,Spring,O3,Aylesford,43.40833333
2015-03-17,2015,3,March,Q1,Spring,O3,Pictou,30.04583333
2015-03-17,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.77083333
2015-03-17,2015,3,March,Q1,Spring,NO2,Sydney,2.805555556
2015-03-18,2015,3,March,Q1,Spring,O3,Aylesford,41.0375
2015-03-18,2015,3,March,Q1,Spring,O3,Pictou,31.68333333
2015-03-18,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.4125
2015-03-18,2015,3,March,Q1,Spring,NO2,Sydney,1.361111111
2015-03-19,2015,3,March,Q1,Spring,O3,Aylesford,39.0625
2015-03-19,2015,3,March,Q1,Spring,O3,Pictou,30.24583333
2015-03-19,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.925
2015-03-19,2015,3,March,Q1,Spring,NO2,Sydney,1.833333333
2015-03-20,2015,3,March,Q1,Spring,O3,Aylesford,43.57916667
2015-03-20,2015,3,March,Q1,Spring,O3,Pictou,27.24166667
2015-03-20,2015,3,March,Q1,Spring,O3,Port Hawkesbury,34.30416667
2015-03-20,2015,3,March,Q1,Spring,NO2,Sydney,5.361111111
2015-03-21,2015,3,March,Q1,Spring,O3,Aylesford,44.4875
2015-03-21,2015,3,March,Q1,Spring,O3,Pictou,24.99583333
2015-03-21,2015,3,March,Q1,Spring,O3,Port Hawkesbury,26.39583333
2015-03-21,2015,3,March,Q1,Spring,NO2,Sydney,12.16666667
2015-03-22,2015,3,March,Q1,Spring,O3,Aylesford,34.91666667
2015-03-22,2015,3,March,Q1,Spring,O3,Pictou,28.70833333
2015-03-22,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.7
2015-03-22,2015,3,March,Q1,Spring,NO2,Sydney,2.361111111
2015-03-23,2015,3,March,Q1,Spring,O3,Aylesford,33.4
2015-03-23,2015,3,March,Q1,Spring,O3,Pictou,26.62083333
2015-03-23,2015,3,March,Q1,Spring,O3,Port Hawkesbury,30.80833333
2015-03-23,2015,3,March,Q1,Spring,NO2,Sydney,4.444444444
2015-03-24,2015,3,March,Q1,Spring,O3,Aylesford,32.94166667
2015-03-24,2015,3,March,Q1,Spring,O3,Pictou,19.72916667
2015-03-24,2015,3,March,Q1,Spring,O3,Port Hawkesbury,30.16666667
2015-03-24,2015,3,March,Q1,Spring,NO2,Sydney,8.805555556
2015-03-25,2015,3,March,Q1,Spring,O3,Aylesford,41.30526316
2015-03-25,2015,3,March,Q1,Spring,O3,Pictou,20.1875
2015-03-25,2015,3,March,Q1,Spring,O3,Port Hawkesbury,30.67916667
2015-03-25,2015,3,March,Q1,Spring,NO2,Sydney,18.69444444
2015-03-26,2015,3,March,Q1,Spring,O3,Aylesford,43.7125
2015-03-26,2015,3,March,Q1,Spring,O3,Pictou,26.4375
2015-03-26,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.12083333
2015-03-26,2015,3,March,Q1,Spring,NO2,Sydney,8.416666667
2015-03-27,2015,3,March,Q1,Spring,O3,Aylesford,29.08333333
2015-03-27,2015,3,March,Q1,Spring,O3,Pictou,20.11666667
2015-03-27,2015,3,March,Q1,Spring,O3,Port Hawkesbury,22.35416667
2015-03-27,2015,3,March,Q1,Spring,NO2,Sydney,16.5
2015-03-28,2015,3,March,Q1,Spring,O3,Aylesford,37.07916667
2015-03-28,2015,3,March,Q1,Spring,O3,Pictou,27.2875
2015-03-28,2015,3,March,Q1,Spring,O3,Port Hawkesbury,33.79166667
2015-03-28,2015,3,March,Q1,Spring,NO2,Sydney,1.5
2015-03-29,2015,3,March,Q1,Spring,O3,Aylesford,42.21666667
2015-03-29,2015,3,March,Q1,Spring,O3,Pictou,29.49166667
2015-03-29,2015,3,March,Q1,Spring,O3,Port Hawkesbury,36.35416667
2015-03-29,2015,3,March,Q1,Spring,NO2,Sydney,3.555555556
2015-03-30,2015,3,March,Q1,Spring,O3,Aylesford,44.45416667
2015-03-30,2015,3,March,Q1,Spring,O3,Pictou,28.97083333
2015-03-30,2015,3,March,Q1,Spring,O3,Port Hawkesbury,26.47916667
2015-03-30,2015,3,March,Q1,Spring,NO2,Sydney,9.166666667
2015-03-31,2015,3,March,Q1,Spring,O3,Aylesford,41.9625
2015-03-31,2015,3,March,Q1,Spring,O3,Pictou,30.02916667
2015-03-31,2015,3,March,Q1,Spring,O3,Port Hawkesbury,38.27083333
2015-03-31,2015,3,March,Q1,Spring,NO2,Sydney,4.333333333
2015-04-01,2015,4,April,Q2,Spring,O3,Aylesford,44.58571429
2015-04-01,2015,4,April,Q2,Spring,O3,Pictou,25.5625
2015-04-01,2015,4,April,Q2,Spring,O3,Port Hawkesbury,34.30833333
2015-04-01,2015,4,April,Q2,Spring,NO2,Sydney,4.222222222
2015-04-02,2015,4,April,Q2,Spring,O3,Aylesford,48
2015-04-02,2015,4,April,Q2,Spring,O3,Pictou,30.17916667
2015-04-02,2015,4,April,Q2,Spring,O3,Port Hawkesbury,34.02083333
2015-04-02,2015,4,April,Q2,Spring,NO2,Sydney,4.861111111
2015-04-03,2015,4,April,Q2,Spring,O3,Aylesford,50.3875
2015-04-03,2015,4,April,Q2,Spring,O3,Pictou,31.24166667
2015-04-03,2015,4,April,Q2,Spring,O3,Port Hawkesbury,34.30416667
2015-04-03,2015,4,April,Q2,Spring,NO2,Sydney,4.194444444
2015-04-04,2015,4,April,Q2,Spring,O3,Aylesford,43.375
