File generated on // Fichier créé sur, 2026-02-03

Pollutant // Polluant:, CO
Units // Unités, ppm
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-11,0.14,0.11,0.12,0.10,0.10,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.29,0.31,0.28,0.32,0.30,0.25,0.23,0.23,0.22,0.20,0.20,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-15,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.25,0.26,0.24,0.25,0.23,0.24,0.24,0.25,0.25,0.34,0.45,0.29,0.29,0.28,0.23,0.24,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-16,0.21,0.20,0.21,0.20,0.20,0.20,0.20,0.23,0.24,0.22,0.21,0.22,0.22,0.24,0.26,0.24,0.28,0.34,0.31,0.34,0.35,0.28,0.29,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-17,0.26,0.22,0.23,0.20,0.21,0.21,0.24,0.43,0.69,0.29,0.22,0.23,0.21,0.22,0.22,0.22,0.31,0.30,0.23,0.21,0.21,0.22,0.23,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-18,0.19,0.19,0.20,0.20,0.19,0.18,0.18,0.21,0.23,0.22,0.21,0.23,0.23,0.31,0.35,0.52,0.68,0.34,0.26,0.24,0.23,0.37,0.23,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-19,0.21,0.20,0.23,0.21,0.21,0.22,0.23,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.24,0.25,0.22,0.23,0.22,0.25,0.23,0.23,0.22,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-20,0.19,0.18,0.18,0.20,0.20,0.19,0.23,0.21,0.21,0.20,0.22,0.21,0.23,0.25,0.24,0.23,0.23,0.30,0.21,0.23,0.21,0.19,0.19,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-21,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.17,0.20,0.19,0.19,0.19,0.20,0.19,0.19,0.20,0.22,0.23,0.21,0.20,0.20,0.19,0.20,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-22,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.21,0.27,0.23,0.23,0.25,0.24,0.22,0.46,0.34,0.51,0.32,0.30,0.22,0.22,0.25,0.21,0.24
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-23,0.20,0.19,0.18,0.18,0.18,0.18,0.36,0.24,0.28,0.30,0.25,0.24,0.23,0.21,0.22,0.22,0.26,0.28,0.25,0.24,0.23,0.22,0.21,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-24,0.20,0.19,0.20,0.20,0.21,0.21,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.19,0.22,0.27,0.25,0.21,0.21,0.20,0.21,0.21,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-26,0.20,0.20,0.19,0.20,0.19,0.19,0.19,0.20,0.20,0.20,0.21,0.20,0.21,0.21,0.21,0.22,0.21,0.23,0.23,0.23,0.22,0.24,0.29,0.29
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-27,0.30,0.20,0.23,0.28,0.16,0.14,0.15,0.15,0.16,0.16,0.18,0.19,0.19,0.18,0.21,0.19,0.20,0.24,0.24,0.22,0.21,0.18,0.18,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-28,0.17,0.16,0.19,0.16,0.16,0.16,0.17,0.19,0.21,0.18,0.18,0.19,0.19,0.22,0.21,0.21,0.23,0.23,0.18,0.20,0.19,0.19,0.19,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-29,0.21,0.17,0.17,0.16,0.17,0.17,0.17,0.24,0.22,-999,-999,0.20,0.21,0.19,0.21,0.21,0.23,0.36,0.39,0.50,0.60,0.22,0.23,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-30,0.23,0.17,0.17,0.16,0.15,0.15,0.16,0.19,0.23,0.19,0.18,0.20,0.19,0.18,0.18,0.18,0.22,0.23,0.19,0.18,0.17,0.16,0.15,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-01-31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-01,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-02,0.16,0.16,0.17,0.19,0.19,0.17,0.18,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.23,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-03,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.21,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.17,0.20,0.25,0.17,0.15,0.17,0.14,0.15,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-04,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.15,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.13,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-05,0.15,0.14,0.14,0.14,0.14,0.15,0.16,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.20,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-06,0.15,0.14,0.15,0.15,0.15,0.15,0.19,0.31,0.41,0.44,0.45,0.37,0.26,0.26,0.27,0.22,0.44,0.36,0.40,0.22,0.26,0.25,0.41,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-07,0.19,0.20,0.19,0.16,0.14,0.15,0.14,0.18,0.21,0.19,0.18,0.19,0.21,0.21,0.19,0.19,0.22,0.18,0.17,0.16,0.16,0.16,0.17,0.17
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-08,0.16,0.15,0.14,0.14,0.13,0.14,0.13,0.15,0.16,0.17,0.31,0.22,0.18,0.17,0.18,0.22,0.22,0.24,0.20,0.20,0.22,0.25,0.27,0.32
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-09,0.22,0.27,0.27,0.23,0.18,0.19,0.22,0.22,0.26,0.35,0.29,0.25,0.20,0.16,0.18,0.24,0.16,0.20,0.18,0.15,0.15,0.27,0.27,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-10,0.15,0.18,0.16,0.22,0.17,0.15,0.14,0.19,0.23,0.41,0.88,0.54,0.89,0.61,0.44,0.41,0.28,0.28,0.45,0.29,0.26,0.28,0.27,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-11,0.21,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.18,0.21,0.17,0.17,0.16,0.16,0.20,0.25,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-12,0.15,0.15,0.13,0.14,0.14,0.17,0.19,0.31,0.45,0.41,-999,-999,0.16,0.18,0.20,0.20,0.16,0.16,0.18,0.13,0.13,0.14,0.13,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-13,0.13,0.13,0.13,0.15,0.15,0.14,0.14,0.18,0.22,0.19,0.16,0.16,0.15,0.14,0.15,0.15,0.16,0.18,0.16,0.16,0.16,0.15,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.17,0.27,0.26,0.29,0.20,0.30,0.21,0.23,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-15,0.17,0.14,0.14,0.16,0.13,0.12,0.12,0.14,0.17,0.14,0.14,0.15,0.19,0.18,0.15,0.16,0.19,0.19,0.19,0.20,0.18,0.21,0.16,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-16,0.16,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.15,0.16,0.17,0.20,0.20,0.21,0.21,0.21,0.20,0.22,0.21,0.22,0.22,0.22,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-17,0.23,0.22,0.23,0.24,0.25,0.27,0.27,0.33,0.27,0.16,0.15,0.19,0.23,0.20,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-18,0.13,0.13,0.14,0.12,0.12,0.12,0.13,0.13,0.16,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.17,0.18,0.14,0.14,0.15,0.15,0.16,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-19,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.17,0.19,0.17,0.16,0.19,0.18,0.16,0.19,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-20,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.17,0.26,0.24,0.26,0.21,0.22,0.25,0.38,0.24,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-21,0.26,0.19,0.27,0.15,0.15,0.13,0.13,0.17,0.23,0.19,0.21,0.28,0.22,0.19,0.43,0.20,0.31,0.37,0.25,0.24,0.22,0.34,0.36,0.42
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-22,0.24,0.26,0.22,0.19,0.13,0.12,0.69,0.18,0.15,0.29,0.23,0.18,0.21,0.43,0.22,0.30,0.27,0.23,0.19,0.18,0.19,0.32,0.23,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-23,0.25,0.18,0.19,0.27,0.18,0.13,0.13,0.13,0.15,0.16,0.21,0.15,0.20,0.16,0.17,0.21,0.20,0.24,0.27,0.19,0.22,0.20,0.22,0.29
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-24,0.22,0.19,0.25,0.28,0.15,0.16,0.14,0.15,0.13,0.14,0.15,0.18,0.18,0.19,0.21,0.18,0.18,0.30,0.26,0.30,0.34,0.36,0.37,0.31
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-25,0.32,0.30,0.27,0.22,0.21,0.25,0.30,0.48,0.71,0.51,0.18,0.18,0.21,0.19,0.19,0.23,0.34,0.31,0.24,0.49,0.20,0.21,0.19,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-26,0.16,0.21,0.13,0.11,0.11,0.11,0.12,0.18,0.18,0.24,0.16,-999,0.20,0.24,0.21,0.25,0.28,0.23,0.19,0.17,0.19,0.19,0.24,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-27,0.16,0.16,0.17,0.14,0.14,0.14,0.14,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.19,0.19,0.34,0.18,0.17,0.19,0.21,0.19,0.18,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-02-28,0.18,0.15,0.17,0.14,0.14,0.14,0.15,0.16,0.18,0.18,0.18,0.19,0.19,0.25,0.23,0.17,0.22,0.21,0.20,0.21,0.20,0.27,0.24,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-01,0.18,0.23,0.19,0.24,0.16,0.14,0.14,0.22,0.28,0.29,0.29,0.22,0.25,0.32,0.34,0.39,0.49,0.39,0.37,0.36,0.41,0.44,0.71,0.35
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-02,0.20,0.20,0.24,0.31,0.23,0.19,0.17,0.18,0.25,0.23,0.28,0.24,0.25,0.29,0.30,0.25,0.24,0.29,0.23,0.25,0.21,0.24,0.38,0.24
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-03,0.23,0.23,0.25,0.39,0.26,0.15,0.15,0.18,0.22,0.21,0.24,0.21,0.25,0.35,0.44,0.35,0.57,0.39,0.31,0.27,0.24,0.28,0.44,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-04,0.24,0.25,0.22,0.19,0.17,0.17,0.15,0.24,0.30,0.24,0.27,0.35,0.35,0.46,0.35,0.26,0.45,0.28,0.24,0.21,0.22,0.23,0.23,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-05,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.27,0.18,0.17,0.18,-999,-999,0.21,0.21,0.24,0.27,0.29,0.27,0.26,0.23,0.23,0.23,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-06,0.21,0.20,0.19,0.17,0.16,0.15,0.14,0.16,0.20,0.19,0.18,0.19,0.19,0.20,0.20,0.23,0.26,0.24,0.24,0.22,0.22,0.22,0.21,0.24
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-07,0.28,0.22,0.18,0.19,0.16,0.14,0.15,0.19,0.21,0.19,0.19,0.18,0.21,0.22,0.22,0.25,0.33,0.34,0.30,0.31,0.30,0.34,0.31,0.32
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-08,0.28,0.25,0.26,0.28,0.21,0.18,0.18,0.21,0.24,0.23,0.22,0.23,0.24,0.22,0.24,0.25,0.31,0.34,0.32,0.31,0.31,0.31,0.37,0.34
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-09,0.32,0.34,0.30,0.33,0.28,0.21,0.21,0.20,0.21,0.20,0.21,0.21,0.22,0.22,0.22,0.22,0.23,0.25,0.26,0.25,0.24,0.23,0.30,0.29
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-10,-999,0.34,0.27,0.44,0.26,0.22,0.19,0.18,0.18,0.18,0.17,0.18,0.19,0.20,0.20,0.21,0.22,0.23,0.22,0.27,0.24,0.25,0.33,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-11,0.24,0.20,0.22,0.20,0.18,0.17,0.17,0.23,0.21,0.23,0.22,0.26,0.27,0.25,0.25,0.29,0.40,0.48,0.48,0.42,0.38,0.35,0.33,0.31
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-12,0.31,0.26,0.24,0.22,0.21,0.21,0.20,0.29,0.39,0.40,0.33,0.29,0.27,0.26,0.23,0.22,0.24,0.24,0.23,0.23,0.24,0.23,0.23,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-13,0.22,0.20,0.20,0.20,0.18,0.18,0.20,0.25,0.31,0.28,0.25,0.25,0.25,0.24,0.23,0.25,0.29,0.29,0.29,0.28,0.28,0.28,0.26,0.25
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-14,0.22,0.20,0.19,0.17,0.16,0.16,0.16,0.21,0.24,0.24,0.23,0.21,0.21,0.23,0.23,0.23,0.25,0.26,0.24,0.23,0.21,0.20,0.19,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-15,0.18,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.19,0.18,0.17,0.19,0.21,0.21,0.23,0.24,0.31,0.41,0.31,0.36,0.29,0.30,0.32,0.29
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-16,0.30,0.28,0.26,0.25,0.24,0.22,0.20,0.20,0.19,0.19,0.19,0.19,0.21,0.20,0.22,0.22,0.21,0.20,0.21,0.22,0.21,0.22,0.26,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-17,0.28,0.34,0.35,0.34,0.29,0.27,0.24,0.22,0.27,0.29,0.25,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-18,0.21,0.20,0.21,0.19,0.18,0.18,0.16,0.18,0.23,0.21,0.18,0.19,0.18,0.18,0.17,0.23,0.26,0.24,0.23,0.22,0.21,0.20,0.20,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-19,0.19,0.17,0.17,0.16,0.15,0.15,0.15,0.19,0.20,0.20,0.18,0.17,0.17,0.16,0.17,0.19,0.23,0.23,0.22,0.23,0.23,0.24,0.27,0.27
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-20,0.25,0.22,0.22,0.20,0.19,0.18,0.18,0.29,0.27,0.25,0.24,0.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-21,0.24,0.23,0.24,0.31,0.29,0.29,0.28,0.26,0.25,0.25,0.25,0.24,0.22,0.21,0.20,0.19,0.19,0.20,0.26,0.33,0.31,0.28,0.26,0.25
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-22,0.26,0.26,0.29,0.29,0.27,0.29,0.30,0.32,0.36,0.28,0.27,0.24,0.23,0.21,0.20,0.31,0.32,0.28,0.28,0.28,0.28,0.27,0.27,0.28
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-23,0.28,0.29,0.28,0.29,0.25,0.23,0.22,0.21,0.21,0.21,0.21,0.20,0.21,0.22,0.24,0.24,0.24,0.24,0.25,0.44,0.58,0.58,0.60,0.58
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-24,0.50,0.44,0.39,0.35,0.33,0.31,0.27,0.25,0.25,0.24,0.23,0.24,0.24,0.26,0.28,0.25,0.30,0.26,0.27,0.36,0.32,0.31,0.28,0.32
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-25,0.29,0.24,0.22,0.21,0.20,0.19,0.17,0.20,0.22,0.20,0.21,0.20,0.22,0.21,0.20,0.24,0.26,0.27,0.27,0.25,0.25,0.24,0.23,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-26,0.22,0.21,0.20,0.19,0.18,0.18,0.18,0.25,0.27,0.30,0.25,0.24,0.27,0.26,0.25,0.25,0.28,0.36,0.37,0.32,0.29,0.26,0.27,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-27,0.24,0.22,0.21,0.20,0.19,0.18,0.18,0.20,0.26,0.24,0.24,0.22,0.25,0.24,0.23,0.28,0.31,0.29,0.27,0.25,0.24,0.24,0.25,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-28,0.23,0.22,0.21,0.20,0.19,0.18,0.19,0.22,0.24,0.24,0.23,0.23,0.26,0.24,0.23,0.31,0.32,0.31,0.30,0.30,0.30,0.29,0.29,0.28
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-29,0.27,0.26,0.24,0.22,0.20,0.19,0.17,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-30,0.22,0.19,0.18,0.18,0.16,0.16,0.16,0.18,0.25,0.24,0.22,0.20,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.17,0.20,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-03-31,0.22,0.20,0.20,0.20,0.18,0.17,0.16,0.20,0.29,0.26,0.23,0.24,0.23,0.20,0.19,0.18,0.18,0.18,0.24,0.18,0.19,0.19,0.19,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-01,0.19,0.18,0.21,0.16,0.16,0.15,0.17,0.24,0.23,0.22,0.22,0.19,0.19,0.21,0.21,0.24,0.25,0.32,0.29,0.27,0.25,0.25,0.24,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-02,0.22,0.20,0.19,0.17,0.16,0.16,0.15,0.18,0.22,0.22,0.21,0.20,0.24,0.23,0.22,0.24,0.28,0.32,0.32,0.34,0.31,0.29,0.29,0.27
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-03,0.24,0.22,0.20,0.19,0.17,0.17,0.17,0.23,0.25,0.23,0.21,0.18,0.16,0.14,0.15,0.15,0.16,0.17,0.15,0.17,0.18,0.18,0.16,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-04,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.19,0.19,0.17,0.14,0.14,0.15,0.15,0.16,0.15,0.19,0.17,0.16,0.20,0.16,0.17,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-05,0.14,0.13,0.14,0.13,0.13,0.13,0.16,0.19,0.17,0.15,0.15,0.14,-999,0.17,0.17,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.24,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-06,0.17,0.18,0.25,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.19,0.21,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-07,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.17,0.18,0.18,0.19,0.19,0.21,0.20,0.20,0.19,0.18,0.17,0.17
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-08,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.20,0.20,0.19,0.21,-999,-999,-999,-999,0.21,0.23,0.23,0.24,0.25,0.25,0.24,0.24,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-09,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.31,0.24,0.25,0.22,0.20,0.21,0.23,0.26,0.35,0.37,0.35,0.34,0.32,0.28,0.25,0.48,0.34
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-10,0.31,0.25,0.25,0.23,0.23,0.22,0.23,0.24,0.41,0.42,0.30,0.27,0.23,0.23,0.24,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.29,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-11,0.23,0.23,0.22,0.21,0.20,0.20,0.21,0.25,0.27,0.25,0.25,0.23,0.23,0.21,0.21,0.21,0.23,0.24,0.23,0.24,0.25,0.25,0.25,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-12,0.27,0.22,0.21,0.20,0.19,0.19,0.19,0.20,0.21,0.20,0.22,0.25,0.22,0.22,0.23,0.20,0.31,0.25,0.23,0.25,0.30,0.24,0.30,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-13,0.25,0.24,0.27,0.26,0.22,0.19,0.19,0.19,0.20,0.20,0.20,0.21,0.23,0.24,0.23,0.30,0.25,0.30,0.27,0.30,0.27,0.31,0.41,0.33
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-14,0.41,0.31,0.34,0.29,0.23,0.21,0.21,0.22,0.27,0.22,0.32,0.40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2013-04-15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
