File generated on // Fichier créé sur, 2026-02-27

Pollutant // Polluant:, CO
Units // Unités, ppm
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-14,0.09,0.08,0.08,0.08,0.09,0.09,0.12,0.19,0.31,0.48,0.29,0.16,0.13,0.09,0.11,0.10,0.09,0.09,0.10,0.09,0.09,0.08,0.08,0.08
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-15,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-19,0.13,0.12,0.11,0.12,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-20,0.14,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-21,0.13,0.12,0.11,0.11,0.12,0.12,0.13,0.15,0.18,0.17,0.31,0.19,0.20,0.20,0.19,0.31,0.24,0.27,0.31,0.19,0.27,0.18,0.18,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-22,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.16,0.31,0.13,0.17,0.15,0.15,0.16,0.22,0.29,0.33,0.39,0.41,0.15,0.12,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-23,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.18,0.11,0.18,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-24,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.16,0.20,0.17,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.15,0.12,0.11,0.11,0.11,0.11,0.11
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-25,0.11,0.12,0.13,0.11,0.11,0.10,0.11,0.13,0.12,0.12,0.14,0.15,0.15,0.16,0.16,0.17,0.20,0.23,0.27,0.26,0.25,0.23,0.24,0.27
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-26,0.17,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.16,0.17,0.18,0.25,0.28,0.25,0.17,0.16,0.18,0.17,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-27,0.16,0.13,0.14,0.13,0.13,0.14,0.14,0.16,0.24,0.18,0.31,0.13,0.14,0.14,0.15,0.15,0.16,0.18,0.17,0.16,0.13,0.14,0.21,0.26
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-28,0.16,0.19,0.19,0.19,0.19,0.20,0.21,0.24,0.32,0.28,0.26,0.22,0.16,0.15,0.15,0.17,0.20,0.19,0.16,0.16,0.19,0.16,0.15,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-29,0.12,0.12,0.11,0.10,0.10,0.11,0.11,0.10,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.10,0.10,0.10
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-30,0.10,0.10,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-01-31,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-01,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.16,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.13,0.21,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-02,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.15,0.20,0.24,0.18,0.16,0.21,0.22,0.19,0.18,0.21,0.19,0.18,0.17,0.16,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-03,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.11,0.11,0.12,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-04,0.11,0.11,0.11,0.11,0.10,0.10,0.11,0.14,0.17,0.19,0.21,0.16,0.18,0.20,0.20,0.19,0.21,0.24,0.19,0.25,0.17,0.18,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-05,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-06,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-07,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.21,0.28,0.18,0.18,0.13,0.15,0.15,0.16,0.15,0.19,0.20,0.15,0.13,0.14,0.12,0.12,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-08,0.12,0.12,0.11,0.11,0.10,0.11,0.11,0.12,0.13,0.13,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-09,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-10,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.14,0.14,0.17,0.24,0.22,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-11,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.15,0.16,0.14,0.15,0.12,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-12,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.16,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.17
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-14,0.15,0.15,0.16,0.13,0.13,0.13,0.13,0.14,0.40,0.17,0.16,0.23,0.15,0.15,0.15,0.16,0.19,0.18,0.12,0.12,0.13,0.12,0.12,0.11
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-15,0.15,0.11,0.10,0.11,0.11,0.32,0.14,0.15,0.15,0.24,0.21,0.15,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.18,0.20,0.15,0.15,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-16,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.16,0.16,0.16,0.13,0.14,0.15,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.16,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-17,0.16,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-18,0.11,0.11,0.11,0.11,0.10,0.11,0.10,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.10
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-19,0.11,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.11,0.12,0.12,0.12,0.14,0.14,0.15,0.15,0.15,0.16,0.18,0.17,0.16,0.17,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-20,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.16,0.15,0.16,0.14,0.14,0.15,0.15,0.25,0.14,0.14,0.18,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-21,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-22,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.46,0.17,0.18,0.12,0.14,0.21,0.15,0.14,0.15,0.32,0.21,0.17,0.18,0.19,0.19,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-23,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.10,0.11,0.10,0.10
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-24,0.10,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.13,0.13,0.13,0.15,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-25,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.16,0.16,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-26,0.17,0.15,0.18,0.18,0.13,0.12,0.12,0.13,0.14,0.14,0.14,0.16,0.14,0.15,0.15,0.16,0.15,0.17,0.22,0.19,0.18,0.18,0.20,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-27,0.16,0.17,0.13,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-02-28,0.11,0.11,0.11,0.11,0.11,0.12,0.14,0.18,0.17,0.16,0.15,0.15,0.16,0.17,0.17,0.17,0.20,0.29,0.22,0.19,0.26,0.31,0.25,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-01,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-02,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.17,0.16,0.14,0.16,0.13,0.14,0.16,0.15,0.14,0.17,0.15,0.13,0.11,0.11,0.11,0.11,0.11
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-03,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.16,0.15,0.15,0.16,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.20
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-04,0.16,0.19,0.16,0.15,0.14,0.15,0.22,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.16,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-05,0.15,0.17,0.15,0.16,0.14,0.15,0.14,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-06,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.19,0.17,0.17,0.16,0.15,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-07,0.28,0.16,0.28,0.13,0.15,0.13,0.13,0.14,0.14,0.13,0.15,0.14,0.18,0.16,0.17,0.16,0.17,0.22,0.25,0.24,0.23,0.18,0.17,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-08,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.16,0.12,0.12,0.13,0.15,0.15,0.14,0.13,0.12,0.12,0.12,0.12
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-09,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.14,0.14,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.17,0.17,0.17,0.17
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-10,0.17,0.15,0.15,0.14,0.14,0.15,0.15,0.18,0.21,0.18,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-11,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.15,0.15,0.14,0.14,0.15,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.19,0.18,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-12,0.19,0.18,0.19,0.20,0.19,0.18,0.17,0.18,0.19,0.17,0.15,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-13,0.10,0.10,0.08,0.08,0.06,0.07,0.06,0.07,0.07,0.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.22,0.18,0.20,0.20,0.22,0.17,0.15,0.17,0.22,0.22
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-17,0.24,0.25,0.20,0.17,0.18,0.18,0.18,0.29,0.27,0.19,0.15,0.15,0.16,0.17,0.16,0.16,0.17,0.19,0.17,0.21,0.20,0.19,0.16,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-18,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.17,0.18,0.20,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-19,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.17,0.17,0.18,0.18,0.19,0.20,0.18,0.19,0.20,0.20,0.19,0.23,0.21,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-20,0.21,0.19,0.20,0.17,0.19,0.19,0.22,0.23,0.19,0.16,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.15,0.14,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-21,0.17,0.13,0.13,0.13,0.15,0.30,0.15,0.15,0.16,0.18,0.17,0.21,0.19,0.19,0.22,0.31,0.26,0.22,0.19,0.19,0.17,0.16,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-22,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-23,0.14,0.14,0.14,0.15,0.14,0.15,0.16,0.18,0.16,0.16,0.16,0.21,0.19,0.27,0.26,0.23,0.32,0.18,0.18,0.16,0.16,0.21,0.18,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-24,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.17,0.19,0.16,0.17,0.17,0.17,0.18,0.19,0.22,0.16,0.15,0.15,0.20,0.15,0.18,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-25,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.18,0.19,0.17,0.16,0.15,0.18,0.19,0.17,0.26,0.33,0.29,0.23,0.19,0.16,0.18,0.16,0.23
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-26,0.17,0.16,0.15,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.17,0.15,0.17,0.19,0.21,0.20,0.21,0.19,0.18,0.18,0.18,0.17,0.16,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-27,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.17,0.16,0.19,0.19,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.13,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-28,0.13,0.13,0.13,0.12,0.13,0.13,0.15,0.19,0.17,0.16,0.16,0.16,0.17,0.21,0.26,0.25,0.24,0.17,0.21,0.19,0.18,0.16,0.16,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-29,0.15,0.14,0.14,0.14,0.14,0.15,0.17,0.19,0.16,0.16,0.16,0.16,0.19,0.18,0.21,0.22,0.31,0.34,0.21,0.23,0.20,0.17,0.16,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-30,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-03-31,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.18,0.16,0.15,0.15,0.15,0.17,0.16,0.17,0.17,0.20,0.16,0.18,0.17,0.17,0.16,0.17,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-01,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.19,0.17,0.18,0.19,0.20,0.18,0.18,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-02,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.23,0.18,0.14,0.14,0.14,0.15,0.17,0.18,0.18,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-03,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-04,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.18,0.16,0.16,0.17,0.16,0.18,0.17,0.18,0.20,0.18,0.17,0.16,0.15,0.16,0.17,0.17,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-05,0.13,0.14,0.15,0.14,0.15,0.16,0.19,0.21,0.19,0.48,0.31,0.26,0.16,0.16,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.16,0.15,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-06,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.15,0.17,0.16,0.15,0.15,0.16,0.15,0.14,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-07,0.13,0.13,0.12,0.13,0.13,0.14,0.15,0.26,0.15,0.16,0.16,0.17,0.18,0.22,0.21,0.24,0.19,0.19,0.16,0.16,0.17,0.17,0.16,0.18
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-08,0.14,0.19,0.16,0.14,0.14,0.14,0.16,0.18,0.18,0.28,0.19,0.22,0.21,0.19,0.21,0.30,0.32,0.32,0.20,0.19,0.26,0.22,0.25,0.22
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-09,0.25,0.59,0.18,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.14,0.16,0.17,0.14,0.19
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-10,0.13,0.13,0.24,0.19,0.15,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.19,0.18,0.20,0.19,0.18,0.22,0.18,0.16,0.15,0.14,0.15
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-11,0.14,0.15,0.15,0.14,0.14,0.17,0.18,0.19,0.18,-999,-999,0.24,0.17,0.16,0.16,0.19,0.16,0.16,0.15,0.16,0.15,0.14,0.14,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-12,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.17,0.15,0.14,0.14,0.15,0.15,0.14,0.17,0.19,0.14,0.15,0.14,0.15,0.14,0.14,0.13
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.14,0.16,0.16,0.15,0.16,0.26,0.16,0.14,0.15,0.17,0.19,0.15,0.14
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-14,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.19,0.16,0.16,0.16,0.16,0.17,0.17,0.20,0.21,0.21,0.25,0.19,0.18,0.18,0.19,0.16
CO,010102,St. John's,NL,47.56038,-52.71147,2022-04-15,0.15,0.17,0.13,0.13,0.14,0.17,0.16,0.15,0.14,0.14,0.15,0.24,0.19,0.21,0.22,0.19,0.20,0.20,0.20,0.20,0.19,0.16,0.16,0.15
