Climate ID,Date,Monthly_Average_Rain_mm,Monthly_Average_Snow_cm,Monthly_Average_Precip_mm,Monthly_Snow_on_Grnd_cm,MonthlyMax_Snow_on_Grnd_cm
8100300,2010-09-01,4.6333,0.0,4.6333,0.0,0.0
8100300,2010-10-01,3.3129,0.0,3.3129,0.0,0.0
8100300,2010-11-01,2.9033,0.67,3.5733,2.9333,13.0
8100300,2010-12-01,5.1129,1.2581,6.371,5.2581,11.0
8100300,2011-01-01,0.0484,1.9032,1.9516,15.1613,29.0
8100300,2011-02-01,0.4321,3.9036,4.3357,45.25,60.0
8100300,2011-03-01,4.1419,2.071,6.2129,42.9355,62.0
8100300,2011-04-01,1.3867,1.3033,2.69,11.5,51.0
8100300,2011-05-01,4.2968,0.0,4.2968,0.0,0.0
8100300,2011-06-01,7.1867,0.0,7.1867,0.0,0.0
8100300,2011-07-01,5.1871,0.0,5.1871,0.0,0.0
8100300,2011-08-01,7.6484,0.0,7.6484,0.0,0.0
8100300,2011-09-01,2.65,0.0,2.65,0.0,0.0
8100300,2011-10-01,2.8407,0.2667,3.1074,0.1111,2.0
8100300,2011-11-01,1.772,0.412,2.184,0.0,0.0
8100300,2011-12-01,2.5806,1.6452,4.2258,10.5161,26.0
8100300,2012-01-01,1.2065,2.5903,3.7968,14.0645,26.0
8100300,2012-02-01,0.1875,3.0792,3.2667,35.8333,58.0
8100300,2012-03-01,0.1032,1.6129,1.7161,28.7097,59.0
8100300,2012-04-01,2.7567,0.6133,3.37,0.4333,7.0
8100300,2012-05-01,3.3839,0.0,3.3839,0.0,0.0
8100300,2012-06-01,7.1148,0.0,7.1148,0.0,0.0
8100300,2012-07-01,1.0846,0.0,1.0846,0.0,0.0
8100300,2012-08-01,1.771,0.0,1.771,0.0,0.0
8100300,2012-09-01,3.9714,0.0,3.9714,0.0,0.0
8100300,2012-10-01,4.3613,0.0516,4.4129,0.0323,1.0
8100300,2012-11-01,1.0267,0.2467,1.2733,0.2333,3.0
8100300,2012-12-01,1.2444,2.263,3.5074,6.4815,25.0
8100300,2013-01-01,1.0533,0.9533,2.0067,16.4,31.0
8100300,2013-02-01,0.0357,3.2036,3.2393,10.8929,24.0
8100300,2013-03-01,0.5516,2.3,2.8516,20.8387,50.0
8100300,2013-04-01,1.3133,0.3833,1.6967,0.3667,7.0
8100300,2013-05-01,4.6613,0.0,4.6613,0.0,0.0
8100300,2013-06-01,4.75,0.0,4.75,0.0,0.0
8100300,2013-07-01,4.7935,0.0,4.7935,0.0,0.0
8100300,2013-08-01,6.4913,0.0,6.4913,0.0,0.0
8100300,2013-09-01,6.069,0.0,6.069,0.0,0.0
8100300,2013-10-01,1.8065,0.0774,1.8839,0.0323,1.0
8100300,2013-11-01,2.7233,0.7167,3.44,1.4333,6.0
8100300,2013-12-01,0.3933,3.2033,3.5967,21.3667,52.0
8100300,2014-01-01,2.6935,1.571,4.2645,35.7097,51.0
8100300,2014-02-01,0.1538,1.8885,2.0423,50.3462,57.0
8100300,2014-03-01,0.0516,3.2548,3.3065,60.0323,78.0
8100300,2014-04-01,1.5667,1.9167,3.4833,1.6667,6.0
8100300,2014-05-01,2.2471,0.0,2.2471,0.0,0.0
8100300,2014-06-01,1.3278,0.0,1.3278,0.0,0.0
8100300,2014-07-01,4.5742,0.0,4.5742,0.0,0.0
8100300,2014-08-01,3.5167,0.0,3.5167,0.0,0.0
8100300,2014-09-01,1.3433,0.0,1.3433,0.0,0.0
8100300,2014-10-01,4.216,0.0,4.216,0.0,0.0
8100300,2014-11-01,1.1567,2.97,4.1267,9.4667,22.0
8100300,2014-12-01,1.996,2.852,4.848,22.68,47.0
8100300,2015-01-01,0.3565,3.3391,3.6957,31.5652,44.0
8100300,2015-02-01,0.0,2.3929,2.3929,54.2143,67.0
8100300,2015-03-01,0.0,2.3296,2.3296,74.5926,90.0
8100300,2015-04-01,1.67,0.93,2.6,29.2333,69.0
8100300,2015-05-01,2.9367,0.03,2.9667,0.0333,1.0
8100300,2015-06-01,3.8704,0.0,3.8704,0.0,0.0
8100300,2015-07-01,2.3333,0.0,2.3333,0.0,0.0
8100300,2015-08-01,3.855,0.0,3.855,0.0,0.0
8100300,2015-09-01,7.06,0.0,7.06,0.0,0.0
8100300,2015-10-01,2.8581,0.0,2.8581,0.0,0.0
8100300,2015-11-01,2.0033,0.6,2.6033,1.1667,9.0
8100300,2015-12-01,1.75,2.3233,4.0733,6.7,22.0
8100300,2016-01-01,0.25,1.0667,1.3167,16.125,21.0
8100300,2016-02-01,3.5333,1.9852,5.5185,16.0,30.0
8100300,2016-09-01,1.84,0.0,1.84,0.0,0.0
8100300,2016-10-01,2.7967,0.02,2.8167,0.0333,1.0
8100300,2016-11-01,1.6519,1.037,2.6889,0.8148,19.0
8100300,2016-12-01,0.287,4.2435,4.5304,34.3043,49.0
8100300,2017-04-01,2.7308,0.7462,3.4769,12.9615,46.0
8100300,2017-05-01,3.8645,0.0,3.8645,0.0,0.0
8100300,2017-06-01,4.3467,0.0,4.3467,0.0,0.0
8100300,2017-07-01,3.0516,0.0,3.0516,0.0,0.0
8100300,2017-08-01,1.529,0.0,1.529,0.0,0.0
8100300,2017-09-01,4.0133,0.0,4.0133,0.0,0.0
8100300,2017-10-01,5.5097,0.0,5.5097,0.0,0.0
8100300,2017-11-01,3.6067,0.2733,3.88,0.4333,3.0
8100300,2017-12-01,1.0839,3.0839,4.1677,21.2258,50.0
8100300,2018-01-01,1.8129,4.071,5.8839,54.4516,74.0
8100300,2018-02-01,0.2643,2.8429,3.1071,82.6786,94.0
8100300,2018-03-01,0.5677,2.4581,3.0258,82.6129,96.0
8100300,2018-04-01,2.68,0.8333,3.5133,42.4,68.0
8100300,2018-05-01,2.1613,0.0,2.1613,0.0,0.0
8100300,2018-06-01,4.8276,0.0,4.8276,0.0,0.0
8100300,2018-07-01,3.4,0.0,3.4,0.0,0.0
8100300,2018-08-01,3.3933,0.0,3.3933,0.0,0.0
8100300,2018-09-01,2.5923,0.0,2.5923,0.0,0.0
8100300,2018-10-01,3.4067,0.4,3.8067,1.2333,9.0
8100300,2018-11-01,2.64,2.9333,5.5733,20.4667,44.0
8100300,2018-12-01,1.7226,2.1032,3.8258,39.0968,61.0
8100300,2019-01-01,1.2516,4.0581,5.3097,66.4194,91.0
8100300,2019-02-01,0.3692,1.7154,2.0846,96.8846,113.0
8100300,2019-03-01,1.6774,0.8452,2.5226,93.1613,114.0
8100300,2019-04-01,3.7867,1.2733,5.06,31.5333,72.0
8100300,2019-05-01,3.3871,0.0129,3.4,0.0,0.0
8100300,2019-06-01,3.4967,0.0,3.4967,0.0,0.0
8100300,2019-07-01,1.8241,0.0,1.8241,0.0,0.0
8100300,2019-08-01,2.0536,0.0,2.0536,0.0,0.0
8100300,2019-09-01,5.02,0.0,5.02,0.0,0.0
8100300,2019-10-01,3.9226,0.0,3.9226,0.0,0.0
8100300,2019-11-01,0.9333,1.9067,2.84,12.9,25.0
8100300,2019-12-01,1.5793,1.8138,3.3931,18.0345,31.0
8100300,2020-01-01,0.5161,2.3742,2.8903,42.871,58.0
8100300,2020-02-01,0.0,2.3793,2.3793,69.6552,84.0
8100300,2020-03-01,0.35,1.3857,1.7357,71.7143,81.0
8100300,2020-04-01,1.05,1.3929,2.4429,19.9643,55.0
8100300,2020-05-01,1.5548,0.871,2.4258,1.1935,24.0
8100300,2020-06-01,0.8867,0.0,0.8867,0.0,0.0
8100300,2020-07-01,3.2581,0.0,3.2581,0.0,0.0
8100300,2020-08-01,1.7194,0.0,1.7194,0.0,0.0
8100300,2020-09-01,0.7143,0.0,0.7143,0.0,0.0
8100300,2020-10-01,6.4129,0.0323,6.4452,0.0,0.0
8100300,2020-11-01,3.6733,0.4267,4.1,0.6667,9.0
8100300,2020-12-01,1.4065,2.271,3.6774,14.1613,25.0
8100300,2021-01-01,0.0323,1.471,1.5032,22.7097,34.0
8100300,2021-02-01,0.1071,3.2714,3.3786,51.6786,74.0
8100300,2021-03-01,0.9419,1.329,2.271,58.1935,82.0
8100300,2021-04-01,3.1267,0.7,3.8267,2.8,25.0
8100300,2021-05-01,4.4516,0.0,4.4516,0.0,0.0
8100300,2021-06-01,2.08,0.0,2.08,0.0,0.0
8100300,2021-07-01,2.9517,0.0,2.9517,0.0,0.0
8100300,2021-08-01,4.7226,0.0,4.7226,0.0,0.0
8100300,2021-09-01,5.0889,0.0,5.0889,0.0,0.0
8100300,2021-10-01,2.3286,0.0,2.3286,0.0,0.0
8100300,2021-11-01,2.7067,0.6067,3.3133,1.5667,12.0
8100300,2021-12-01,1.2258,2.0903,3.3161,10.0968,26.0
8100300,2022-01-01,0.0839,2.2,2.2839,32.3226,49.0
8100300,2022-02-01,1.2214,2.9143,4.1357,63.2857,82.0
8100300,2022-03-01,1.0903,2.0129,3.1032,70.8065,81.0
8100300,2022-04-01,3.2867,0.4933,3.78,18.7667,63.0
8100300,2022-05-01,2.9742,0.0,2.9742,0.0,0.0
8100300,2022-06-01,5.5733,0.0,5.5733,0.0,0.0
8100300,2022-07-01,4.6839,0.0,4.6839,0.0,0.0
8100300,2022-08-01,4.7484,0.0,4.7484,0.0,0.0
8100300,2022-09-01,2.9733,0.0,2.9733,0.0,0.0
8100300,2022-10-01,3.2129,0.0,3.2129,0.0,0.0
8100300,2022-11-01,3.9933,1.2933,5.2867,8.8333,24.0
8100300,2022-12-01,3.271,1.9032,5.1742,10.5806,34.0
8100300,2023-01-01,0.5778,2.6778,3.2556,31.6111,59.0
8100300,2023-02-01,0.1,2.0071,2.1071,61.0714,69.0
8100300,2023-03-01,0.069,2.6,2.669,59.8621,73.0
8100300,2023-04-01,0.96,0.2267,1.1867,27.1333,61.0
8100300,2023-05-01,2.8968,0.0,2.8968,0.0,0.0
8100300,2023-06-01,3.5933,0.0,3.5933,0.0,0.0
8100300,2023-07-01,2.9385,0.0,2.9385,0.0,0.0
8100300,2023-08-01,7.1161,0.0,7.1161,0.0,0.0
8100300,2023-09-01,5.3267,0.0,5.3267,0.0,0.0
8100300,2023-10-01,3.3484,0.2839,3.6323,0.3871,7.0
8100300,2023-11-01,1.6933,1.0267,2.72,2.7333,12.0
8100300,2023-12-01,3.0333,0.98,4.0133,2.6667,11.0
8100300,2024-01-01,0.2129,1.5677,1.7806,23.4839,35.0
8100300,2024-02-01,0.6091,1.0818,1.6909,31.7273,42.0
8100300,2024-03-01,5.0091,3.0318,8.0409,15.7727,52.0
8100300,2024-04-01,0.8867,0.4267,1.3133,2.5667,15.0
8100300,2024-05-01,2.1935,0.0,2.1935,0.0,0.0
8100300,2024-06-01,5.0333,0.0,5.0333,0.0,0.0
8100300,2024-07-01,4.0194,0.0,4.0194,0.0,0.0
8100300,2024-08-01,3.4667,0.0,3.4667,0.0,0.0
8100300,2024-09-01,0.8296,0.0,0.8296,0.0,0.0
8100300,2024-10-01,0.9905,0.0095,1.0,0.0,0.0
8100300,2024-11-01,2.3714,0.3429,2.7143,0.4828,8.0
8100300,2024-12-01,2.1871,1.3613,3.5484,8.3548,28.0
8100300,2025-01-01,0.5185,1.6667,2.1852,17.4815,27.0
8100300,2025-02-01,0.0643,3.1643,3.2286,45.2857,69.0
8100300,2025-03-01,1.8839,1.9355,3.8194,36.4194,63.0
8100300,2025-04-01,3.1333,0.8,3.9333,3.6333,17.0
8100300,2025-05-01,3.471,0.0,3.471,0.0,0.0
8100300,2025-06-01,2.5333,0.0,2.5333,0.0,0.0
8100300,2025-07-01,5.7613,0.0,5.7613,0.0,0.0
8100300,2025-08-01,1.86,0.0,1.86,0.0,0.0
8100300,2025-09-01,1.08,0.0,1.08,0.0,0.0
8100300,2025-10-01,3.1355,0.0,3.1355,0.0,0.0
8100300,2025-11-01,1.9267,0.7933,2.72,2.4667,11.0
8100300,2025-12-01,0.88,2.59,3.47,22.9,39.0
8100467,1995-01-01,,,2.6516,,
8100467,1995-02-01,,,1.7536,,
8100467,1995-03-01,,,1.7,,
8100467,1995-04-01,,,1.7333,,
8100467,1995-05-01,,,1.8258,0.0,0.0
8100467,1995-06-01,,,1.27,0.0,0.0
8100467,1995-07-01,,,1.8839,0.0,0.0
8100467,1995-08-01,,,1.4,0.0,0.0
8100467,1995-09-01,,,1.76,0.0,0.0
8100467,1995-10-01,,,3.529,0.0,0.0
8100467,1995-11-01,,,4.98,,
8100467,1995-12-01,,,2.4097,,
8100467,1996-01-01,,,1.6677,,
8100467,1996-02-01,,,2.4931,,
8100467,1996-03-01,,,1.5935,,
8100467,1996-04-01,,,2.19,,
8100467,1996-05-01,,,1.3677,,
8100467,1996-06-01,,,1.9867,0.0,0.0
8100467,1996-07-01,,,3.8129,0.0,0.0
8100467,1996-08-01,,,0.3129,0.0,0.0
8100467,1996-09-01,,,0.7567,0.0,0.0
8100467,1996-10-01,,,3.0645,0.0,0.0
8100467,1996-11-01,,,2.6233,,
8100467,1996-12-01,,,4.4452,,
8100467,1997-01-01,,,2.2194,,
8100467,1997-02-01,,,1.2321,,
8100467,1997-03-01,,,2.5355,,
8100467,1997-04-01,,,0.8233,,
8100467,1997-05-01,,,4.9161,,
8100467,1997-06-01,,,1.1385,0.0,0.0
8100467,1997-07-01,,,1.5677,0.0,0.0
8100467,1997-08-01,,,2.2065,0.0,0.0
8100467,1997-09-01,,,0.8633,0.0,0.0
8100467,1997-10-01,,,1.2387,,
8100467,1997-11-01,,,1.1167,,
8100467,1997-12-01,,,1.6032,,
8100467,1998-01-01,,,2.6806,,
8100467,1998-02-01,,,4.5464,,
8100467,1998-03-01,,,1.8774,,
8100467,1998-04-01,,,2.0967,,
8100467,1998-05-01,,,2.8548,,
8100467,1998-06-01,,,3.0767,0.0,0.0
8100467,1998-07-01,,,2.7484,0.0,0.0
8100467,1998-08-01,,,3.3806,0.0,0.0
8100467,1998-09-01,,,2.7367,0.0,0.0
8100467,1998-10-01,,,3.4387,0.0,0.0
8100467,1998-11-01,,,3.4933,,
8100467,1998-12-01,,,0.9226,,
8100467,1999-01-01,,,2.9774,,
8100467,1999-02-01,,,1.8964,,
8100467,1999-03-01,,,2.6226,,
8100467,1999-04-01,,,1.2933,,
8100467,1999-05-01,,,1.9419,0.0,0.0
8100467,1999-06-01,,,1.1833,0.0,0.0
8100467,1999-07-01,,,2.7194,0.0,0.0
8100467,1999-08-01,,,2.5032,0.0,0.0
8100467,1999-09-01,,,6.0633,0.0,0.0
8100467,1999-10-01,,,3.4419,0.0,0.0
8100467,1999-11-01,,,3.19,,
8100467,1999-12-01,,,3.8677,,
8100467,2000-01-01,,,2.1677,,
8100467,2000-02-01,,,1.2069,,
8100467,2000-03-01,,,1.9677,,
8100467,2000-04-01,,,3.68,,
8100467,2000-05-01,,,2.3226,0.0,0.0
8100467,2000-06-01,,,1.1033,0.0,0.0
8100467,2000-07-01,,,2.0,0.0,0.0
8100467,2000-08-01,,,1.8323,0.0,0.0
8100467,2000-09-01,,,2.3433,0.0,0.0
8100467,2000-10-01,,,2.3419,,
8100467,2000-11-01,,,2.9067,,
8100467,2000-12-01,,,2.2097,,
8100467,2001-01-01,,,0.5806,,
8100467,2001-02-01,,,1.9107,,
8100467,2001-03-01,,,1.2774,,
8100467,2001-04-01,,,1.0867,,
8100467,2001-05-01,,,2.3774,,
8100467,2001-06-01,,,2.37,0.0,0.0
8100467,2001-07-01,,,1.9226,0.0,0.0
8100467,2001-08-01,,,1.7677,0.0,0.0
8100467,2001-09-01,,,2.7633,0.0,0.0
8100467,2001-10-01,,,3.4968,0.0,0.0
8100467,2001-11-01,,,2.7633,,
8100467,2001-12-01,,,1.0258,,
8100467,2002-01-01,,,0.6226,,
8100467,2002-02-01,,,2.4321,,
8100467,2002-03-01,,,2.0548,,
8100467,2002-04-01,,,2.0633,,
8100467,2002-05-01,,,2.1,,
8100467,2002-06-01,,,1.7214,0.0,0.0
8100467,2002-07-01,,,1.8968,0.0,0.0
8100467,2002-08-01,,,2.3129,0.0,0.0
8100467,2002-09-01,,,2.6167,0.0,0.0
8100467,2002-10-01,,,1.8935,,
8100467,2002-11-01,,,3.1733,,
8100467,2002-12-01,,,2.329,,
8100467,2003-01-01,,,1.84,,
8100467,2003-02-01,,,1.4964,,
8100467,2003-03-01,,,2.5548,,
8100467,2003-04-01,,,1.0267,0.0,0.0
8100467,2003-05-01,,,2.5548,0.0,0.0
8100467,2003-06-01,,,3.56,0.0,0.0
8100467,2003-07-01,,,2.7167,0.0,0.0
8100467,2003-08-01,,,3.6839,0.0,0.0
8100467,2003-09-01,,,1.7767,0.0,0.0
8100467,2003-10-01,,,4.3516,0.0,0.0
8100467,2003-11-01,,,2.81,0.0,0.0
8100467,2003-12-01,,,2.3484,,
8100467,2004-01-01,,,0.5226,,
8100467,2004-02-01,,,0.4103,,
8100467,2004-03-01,,,2.1516,,
8100467,2004-04-01,,,3.0667,0.0,0.0
8100467,2004-05-01,,,2.0065,0.0,0.0
8100467,2004-06-01,,,1.6133,0.0,0.0
8100467,2004-07-01,,,2.4194,0.0,0.0
8100467,2004-08-01,,,2.4533,0.0,0.0
8100467,2004-09-01,,,1.8867,0.0,0.0
8100467,2004-10-01,,,2.3742,0.0,0.0
8100467,2004-11-01,,,3.52,0.0,0.0
8100467,2004-12-01,,,2.7097,,
8100467,2005-01-01,,,0.5645,,
8100467,2005-02-01,,,0.6821,,
8100467,2005-03-01,,,2.5452,,
8100467,2005-04-01,,,3.4167,,
8100467,2005-05-01,,,2.4742,0.0,0.0
8100467,2005-06-01,,,2.5467,0.0,0.0
8100467,2005-07-01,,,1.4355,0.0,0.0
8100467,2005-08-01,,,3.5,0.0,0.0
8100467,2005-09-01,,,3.45,0.0,0.0
8100467,2005-10-01,,,3.2032,0.0,0.0
8100467,2005-11-01,,,4.2167,0.0,0.0
8100467,2005-12-01,,,2.9548,,
8100467,2006-01-01,,,2.7742,,
8100467,2006-02-01,,,2.0357,,
8100467,2006-03-01,,,1.0387,,
8100467,2006-04-01,,,2.5833,0.0,0.0
8100467,2006-05-01,,,3.629,0.0,0.0
8100467,2006-06-01,,,2.3733,0.0,0.0
